Data_Referencia,Codi_Ciutat,Codi_Districte,Codi_Barri,NIV_EDUCA_esta,Poblacio
2003,01,07,36,1,708
2003,01,07,36,2,1589
2003,01,07,36,3,1809
2003,01,07,36,4,2430
2003,01,07,36,5,1670
2003,01,07,36,6,219
2003,01,07,37,1,5984
2003,01,07,37,2,7548
2003,01,07,37,3,7373
2003,01,07,37,4,5446
2003,01,07,37,5,1767
2003,01,07,37,6,846
2003,01,07,38,1,1868
2003,01,07,38,2,2674
2003,01,07,38,3,2531
2003,01,07,38,4,2212
2003,01,07,38,5,869
2003,01,07,38,6,261
2003,01,07,39,1,1001
2003,01,07,39,2,1573
2003,01,07,39,3,1368
2003,01,07,39,4,1405
2003,01,07,39,5,819
2003,01,07,39,6,145
2003,01,07,40,1,758
2003,01,07,40,2,1191
2003,01,07,40,3,889
2003,01,07,40,4,1063
2003,01,07,40,5,767
2003,01,07,40,6,54
2003,01,07,41,1,350
2003,01,07,41,2,932
2003,01,07,41,3,945
2003,01,07,41,4,1363
2003,01,07,41,5,1079
2003,01,07,41,6,110
2003,01,07,42,1,38
2003,01,07,42,2,71
2003,01,07,42,3,54
2003,01,07,42,4,28
2003,01,07,42,5,17
2003,01,07,42,6,0
2003,01,07,43,1,3476
2003,01,07,43,2,5547
2003,01,07,43,3,4896
2003,01,07,43,4,5890
2003,01,07,43,5,3209
2003,01,07,43,6,516
2003,01,08,44,1,2895
2003,01,08,44,2,5308
2003,01,08,44,3,4980
2003,01,08,44,4,5840
2003,01,08,44,5,3164
2003,01,08,44,6,532
2003,01,08,45,1,3581
2003,01,08,45,2,5598
2003,01,08,45,3,4891
2003,01,08,45,4,4631
2003,01,08,45,5,1937
2003,01,08,45,6,472
2003,01,08,46,1,2534
2003,01,08,46,2,4010
2003,01,08,46,3,2731
2003,01,08,46,4,2586
2003,01,08,46,5,1019
2003,01,08,46,6,270
2003,01,08,47,1,326
2003,01,08,47,2,622
2003,01,08,47,3,450
2003,01,08,47,4,196
2003,01,08,47,5,40
2003,01,08,47,6,74
2003,01,08,48,1,2069
2003,01,08,48,2,3803
2003,01,08,48,3,3230
2003,01,08,48,4,3211
2003,01,08,48,5,1628
2003,01,08,48,6,309
2003,01,08,49,1,1070
2003,01,08,49,2,2037
2003,01,08,49,3,1876
2003,01,08,49,4,1295
2003,01,08,49,5,431
2003,01,08,49,6,291
2003,01,08,50,1,3271
2003,01,08,50,2,3796
2003,01,08,50,3,3346
2003,01,08,50,4,1976
2003,01,08,50,5,497
2003,01,08,50,6,495
2003,01,08,51,1,2424
2003,01,08,51,2,3187
2003,01,08,51,3,2612
2003,01,08,51,4,1770
2003,01,08,51,5,585
2003,01,08,51,6,328
2003,01,08,52,1,5001
2003,01,08,52,2,6229
2003,01,08,52,3,6071
2003,01,08,52,4,4561
2003,01,08,52,5,1499
2003,01,08,52,6,603
2003,01,08,53,1,1776
2003,01,08,53,2,2126
2003,01,08,53,3,1625
2003,01,08,53,4,823
2003,01,08,53,5,174
2003,01,08,53,6,220
2003,01,08,54,1,439
2003,01,08,54,2,616
2003,01,08,54,3,387
2003,01,08,54,4,115
2003,01,08,54,5,24
2003,01,08,54,6,115
2003,01,08,55,1,1687
2003,01,08,55,2,2748
2003,01,08,55,3,2159
2003,01,08,55,4,1227
2003,01,08,55,5,324
2003,01,08,55,6,327
2003,01,08,56,1,157
2003,01,08,56,2,276
2003,01,08,56,3,125
2003,01,08,56,4,38
2003,01,08,56,5,0
2003,01,08,56,6,29
2003,01,09,57,1,1516
2003,01,09,57,2,2381
2003,01,09,57,3,1891
2003,01,09,57,4,1165
2003,01,09,57,5,317
2003,01,09,57,6,242
2003,01,09,58,1,409
2003,01,09,58,2,712
2003,01,09,58,3,458
2003,01,09,58,4,183
2003,01,09,58,5,15
2003,01,09,58,6,76
2003,01,09,59,1,1639
2003,01,09,59,2,2904
2003,01,09,59,3,2391
2003,01,09,59,4,1434
2003,01,09,59,5,426
2003,01,09,59,6,246
2003,01,09,60,1,4835
2003,01,09,60,2,11094
2003,01,09,60,3,10832
2003,01,09,60,4,12687
2003,01,09,60,5,6735
2003,01,09,60,6,1210
2003,01,09,61,1,2469
2003,01,09,61,2,6085
2003,01,09,61,3,5879
2003,01,09,61,4,6913
2003,01,09,61,5,3489
2003,01,09,61,6,640
2003,01,09,62,1,1470
2003,01,09,62,2,3021
2003,01,09,62,3,2504
2003,01,09,62,4,3088
2003,01,09,62,5,1796
2003,01,09,62,6,224
2003,01,09,63,1,1805
2003,01,09,63,2,4269
2003,01,09,63,3,4218
2003,01,09,63,4,5578
2003,01,09,63,5,3166
2003,01,09,63,6,385
2003,01,10,64,1,3350
2003,01,10,64,2,7547
2003,01,10,64,3,7258
2003,01,10,64,4,9525
2003,01,10,64,5,5816
2003,01,10,64,6,686
2003,01,10,65,1,2078
2003,01,10,65,2,5058
2003,01,10,65,3,5326
2003,01,10,65,4,6229
2003,01,10,65,5,3540
2003,01,10,65,6,544
2003,01,10,66,1,1088
2003,01,10,66,2,2625
2003,01,10,66,3,2465
2003,01,10,66,4,2957
2003,01,10,66,5,2080
2003,01,10,66,6,285
2003,01,10,67,1,193
2003,01,10,67,2,522
2003,01,10,67,3,754
2003,01,10,67,4,1637
2003,01,10,67,5,2766
2003,01,10,67,6,127
2003,01,10,68,1,3027
2003,01,10,68,2,6113
2003,01,10,68,3,5129
2003,01,10,68,4,5768
2003,01,10,68,5,3175
2003,01,10,68,6,513
2003,01,10,69,1,780
2003,01,10,69,2,1297
2003,01,10,69,3,1259
2003,01,10,69,4,1517
2003,01,10,69,5,1279
2003,01,10,69,6,113
2003,01,10,70,1,3954
2003,01,10,70,2,5475
2003,01,10,70,3,4619
2003,01,10,70,4,3030
2003,01,10,70,5,886
2003,01,10,70,6,640
2003,01,10,71,1,1963
2003,01,10,71,2,3978
2003,01,10,71,3,3706
2003,01,10,71,4,3511
2003,01,10,71,5,1403
2003,01,10,71,6,418
2003,01,10,72,1,3238
2003,01,10,72,2,6372
2003,01,10,72,3,5555
2003,01,10,72,4,5575
2003,01,10,72,5,2553
2003,01,10,72,6,566
2003,01,10,73,1,4703
2003,01,10,73,2,7168
2003,01,10,73,3,6715
2003,01,10,73,4,5670
2003,01,10,73,5,1992
2003,01,10,73,6,756
2004,01,01,01,1,5638
2004,01,01,01,2,14705
2004,01,01,01,3,7446
2004,01,01,01,4,6836
2004,01,01,01,5,5393
2004,01,01,01,6,1067
2004,01,01,02,1,1993
2004,01,01,02,2,8320
2004,01,01,02,3,3767
2004,01,01,02,4,4546
2004,01,01,02,5,4153
2004,01,01,02,6,384
2004,01,01,03,1,2558
2004,01,01,03,2,4510
2004,01,01,03,3,3047
2004,01,01,03,4,2264
2004,01,01,03,5,1360
2004,01,01,03,6,403
2004,01,01,04,1,2501
2004,01,01,04,2,5517
2004,01,01,04,3,3472
2004,01,01,04,4,4286
2004,01,01,04,5,4005
2004,01,01,04,6,501
2004,01,02,05,1,1805
2004,01,02,05,2,4667
2004,01,02,05,3,4952
2004,01,02,05,4,7685
2004,01,02,05,5,7051
2004,01,02,05,6,642
2004,01,02,06,1,3671
2004,01,02,06,2,9132
2004,01,02,06,3,9030
2004,01,02,06,4,12538
2004,01,02,06,5,10517
2004,01,02,06,6,981
2004,01,02,07,1,1764
2004,01,02,07,2,4785
2004,01,02,07,3,5273
2004,01,02,07,4,10662
2004,01,02,07,5,13706
2004,01,02,07,6,758
2004,01,02,08,1,2156
2004,01,02,08,2,5412
2004,01,02,08,3,5709
2004,01,02,08,4,10667
2004,01,02,08,5,11826
2004,01,02,08,6,726
2004,01,02,09,1,3225
2004,01,02,09,2,8508
2004,01,02,09,3,9035
2004,01,02,09,4,14897
2004,01,02,09,5,14442
2004,01,02,09,6,1248
2004,01,02,10,1,2919
2004,01,02,10,2,7081
2004,01,02,10,3,6704
2004,01,02,10,4,9097
2004,01,02,10,5,7362
2004,01,02,10,6,706
2004,01,03,11,1,4394
2004,01,03,11,2,10390
2004,01,03,11,3,7264
2004,01,03,11,4,7116
2004,01,03,11,5,4265
2004,01,03,11,6,916
2004,01,03,12,1,323
2004,01,03,12,2,413
2004,01,03,12,3,243
2004,01,03,12,4,60
2004,01,03,12,5,0
2004,01,03,12,6,80
2004,01,03,13,1,3165
2004,01,03,13,2,7115
2004,01,03,13,3,5713
2004,01,03,13,4,5370
2004,01,03,13,5,2146
2004,01,03,13,6,855
2004,01,03,14,1,774
2004,01,03,14,2,1962
2004,01,03,14,3,1889
2004,01,03,14,4,2198
2004,01,03,14,5,1644
2004,01,03,14,6,213
2004,01,03,15,1,1566
2004,01,03,15,2,3350
2004,01,03,15,3,2903
2004,01,03,15,4,3182
2004,01,03,15,5,2308
2004,01,03,15,6,354
2004,01,03,16,1,1639
2004,01,03,16,2,4147
2004,01,03,16,3,3871
2004,01,03,16,4,3985
2004,01,03,16,5,2201
2004,01,03,16,6,485
2004,01,03,17,1,2540
2004,01,03,17,2,5502
2004,01,03,17,3,4471
2004,01,03,17,4,5110
2004,01,03,17,5,3165
2004,01,03,17,6,602
2004,01,03,18,1,3698
2004,01,03,18,2,8318
2004,01,03,18,3,7071
2004,01,03,18,4,8554
2004,01,03,18,5,6414
2004,01,03,18,6,872
2004,01,04,19,1,2350
2004,01,04,19,2,5893
2004,01,04,19,3,6637
2004,01,04,19,4,12151
2004,01,04,19,5,12573
2004,01,04,19,6,1022
2004,01,04,20,1,1544
2004,01,04,20,2,3826
2004,01,04,20,3,3649
2004,01,04,20,4,6169
2004,01,04,20,5,5870
2004,01,04,20,6,598
2004,01,04,21,1,247
2004,01,04,21,2,804
2004,01,04,21,3,1171
2004,01,04,21,4,3136
2004,01,04,21,5,4286
2004,01,04,21,6,353
2004,01,05,22,1,150
2004,01,05,22,2,432
2004,01,05,22,3,445
2004,01,05,22,4,787
2004,01,05,22,5,879
2004,01,05,22,6,117
2004,01,05,23,1,835
2004,01,05,23,2,1897
2004,01,05,23,3,2508
2004,01,05,23,4,5593
2004,01,05,23,5,7690
2004,01,05,23,6,511
2004,01,05,24,1,241
2004,01,05,24,2,847
2004,01,05,24,3,1312
2004,01,05,24,4,3916
2004,01,05,24,5,5680
2004,01,05,24,6,364
2004,01,05,25,1,679
2004,01,05,25,2,1716
2004,01,05,25,3,2383
2004,01,05,25,4,6304
2004,01,05,25,5,8155
2004,01,05,25,6,550
2004,01,05,26,1,1174
2004,01,05,26,2,3412
2004,01,05,26,3,4624
2004,01,05,26,4,12577
2004,01,05,26,5,16097
2004,01,05,26,6,1018
2004,01,05,27,1,866
2004,01,05,27,2,2374
2004,01,05,27,3,3430
2004,01,05,27,4,7696
2004,01,05,27,5,9348
2004,01,05,27,6,564
2004,01,06,28,1,900
2004,01,06,28,2,2123
2004,01,06,28,3,2499
2004,01,06,28,4,3902
2004,01,06,28,5,3746
2004,01,06,28,6,305
2004,01,06,29,1,617
2004,01,06,29,2,1211
2004,01,06,29,3,1277
2004,01,06,29,4,1670
2004,01,06,29,5,1180
2004,01,06,29,6,174
2004,01,06,30,1,729
2004,01,06,30,2,1671
2004,01,06,30,3,2106
2004,01,06,30,4,3443
2004,01,06,30,5,3328
2004,01,06,30,6,280
2004,01,06,31,1,3514
2004,01,06,31,2,8753
2004,01,06,31,3,7674
2004,01,06,31,4,11772
2004,01,06,31,5,11338
2004,01,06,31,6,922
2004,01,06,32,1,2008
2004,01,06,32,2,5164
2004,01,06,32,3,5767
2004,01,06,32,4,8893
2004,01,06,32,5,8071
2004,01,06,32,6,677
2004,01,07,33,1,2114
2004,01,07,33,2,4429
2004,01,07,33,3,4616
2004,01,07,33,4,6109
2004,01,07,33,5,4653
2004,01,07,33,6,507
2004,01,07,34,1,990
2004,01,07,34,2,1844
2004,01,07,34,3,1721
2004,01,07,34,4,1846
2004,01,07,34,5,1177
2004,01,07,34,6,251
2004,01,07,35,1,2878
2004,01,07,35,2,6381
2004,01,07,35,3,6392
2004,01,07,35,4,8715
2004,01,07,35,5,5947
2004,01,07,35,6,669
2004,01,07,36,1,686
2004,01,07,36,2,1562
2004,01,07,36,3,1819
2004,01,07,36,4,2345
2004,01,07,36,5,1706
2004,01,07,36,6,255
2004,01,07,37,1,5668
2004,01,07,37,2,7473
2004,01,07,37,3,7349
2004,01,07,37,4,5387
2004,01,07,37,5,1904
2004,01,07,37,6,941
2004,01,07,38,1,1767
2004,01,07,38,2,2683
2004,01,07,38,3,2584
2004,01,07,38,4,2219
2004,01,07,38,5,919
2004,01,07,38,6,302
2004,01,07,39,1,952
2004,01,07,39,2,1524
2004,01,07,39,3,1382
2004,01,07,39,4,1343
2004,01,07,39,5,844
2004,01,07,39,6,162
2004,01,07,40,1,729
2004,01,07,40,2,1160
2004,01,07,40,3,880
2004,01,07,40,4,1022
2004,01,07,40,5,815
2004,01,07,40,6,66
2004,01,07,41,1,344
2004,01,07,41,2,927
2004,01,07,41,3,956
2004,01,07,41,4,1332
2004,01,07,41,5,1133
2004,01,07,41,6,135
2004,01,07,42,1,37
2004,01,07,42,2,72
2004,01,07,42,3,64
2004,01,07,42,4,22
2004,01,07,42,5,16
2004,01,07,42,6,0
2004,01,07,43,1,3317
2004,01,07,43,2,5523
2004,01,07,43,3,4921
2004,01,07,43,4,5813
2004,01,07,43,5,3340
2004,01,07,43,6,596
2004,01,08,44,1,2732
2004,01,08,44,2,5202
2004,01,08,44,3,5059
2004,01,08,44,4,5691
2004,01,08,44,5,3293
2004,01,08,44,6,652
2004,01,08,45,1,3439
2004,01,08,45,2,5489
2004,01,08,45,3,4834
2004,01,08,45,4,4509
2004,01,08,45,5,2046
2004,01,08,45,6,554
2004,01,08,46,1,2409
2004,01,08,46,2,3995
2004,01,08,46,3,2808
2004,01,08,46,4,2624
2004,01,08,46,5,1136
2004,01,08,46,6,309
2004,01,08,47,1,301
2004,01,08,47,2,597
2004,01,08,47,3,449
2004,01,08,47,4,227
2004,01,08,47,5,48
2004,01,08,47,6,80
2004,01,08,48,1,1983
2004,01,08,48,2,3719
2004,01,08,48,3,3290
2004,01,08,48,4,3229
2004,01,08,48,5,1743
2004,01,08,48,6,356
2004,01,08,49,1,1025
2004,01,08,49,2,1990
2004,01,08,49,3,1859
2004,01,08,49,4,1230
2004,01,08,49,5,446
2004,01,08,49,6,310
2004,01,08,50,1,3130
2004,01,08,50,2,3844
2004,01,08,50,3,3430
2004,01,08,50,4,2009
2004,01,08,50,5,560
2004,01,08,50,6,550
2004,01,08,51,1,2289
2004,01,08,51,2,3155
2004,01,08,51,3,2641
2004,01,08,51,4,1739
2004,01,08,51,5,616
2004,01,08,51,6,362
2004,01,08,52,1,4762
2004,01,08,52,2,6152
2004,01,08,52,3,6074
2004,01,08,52,4,4425
2004,01,08,52,5,1589
2004,01,08,52,6,688
2004,01,08,53,1,1677
2004,01,08,53,2,2139
2004,01,08,53,3,1706
2004,01,08,53,4,852
2004,01,08,53,5,204
2004,01,08,53,6,238
2004,01,08,54,1,405
2004,01,08,54,2,603
2004,01,08,54,3,407
2004,01,08,54,4,128
2004,01,08,54,5,24
2004,01,08,54,6,124
2004,01,08,55,1,1598
2004,01,08,55,2,2771
2004,01,08,55,3,2277
2004,01,08,55,4,1218
2004,01,08,55,5,361
2004,01,08,55,6,355
2004,01,08,56,1,164
2004,01,08,56,2,284
2004,01,08,56,3,141
2004,01,08,56,4,42
2004,01,08,56,5,0
2004,01,08,56,6,31
2004,01,09,57,1,1435
2004,01,09,57,2,2468
2004,01,09,57,3,1930
2004,01,09,57,4,1192
2004,01,09,57,5,344
2004,01,09,57,6,262
2004,01,09,58,1,386
2004,01,09,58,2,685
2004,01,09,58,3,476
2004,01,09,58,4,190
2004,01,09,58,5,6
2004,01,09,58,6,82
2004,01,09,59,1,1571
2004,01,09,59,2,2931
2004,01,09,59,3,2516
2004,01,09,59,4,1698
2004,01,09,59,5,692
2004,01,09,59,6,274
2004,01,09,60,1,4589
2004,01,09,60,2,11071
2004,01,09,60,3,11013
2004,01,09,60,4,12585
2004,01,09,60,5,7196
2004,01,09,60,6,1385
2004,01,09,61,1,2347
2004,01,09,61,2,6049
2004,01,09,61,3,5942
2004,01,09,61,4,6738
2004,01,09,61,5,3641
2004,01,09,61,6,721
2004,01,09,62,1,1373
2004,01,09,62,2,2969
2004,01,09,62,3,2532
2004,01,09,62,4,3084
2004,01,09,62,5,1879
2004,01,09,62,6,267
2004,01,09,63,1,1698
2004,01,09,63,2,4226
2004,01,09,63,3,4225
2004,01,09,63,4,5336
2004,01,09,63,5,3195
2004,01,09,63,6,457
2004,01,10,64,1,3158
2004,01,10,64,2,7476
2004,01,10,64,3,7226
2004,01,10,64,4,9255
2004,01,10,64,5,6041
2004,01,10,64,6,748
2004,01,10,65,1,1957
2004,01,10,65,2,5016
2004,01,10,65,3,5306
2004,01,10,65,4,6129
2004,01,10,65,5,3697
2004,01,10,65,6,639
2004,01,10,66,1,1031
2004,01,10,66,2,2593
2004,01,10,66,3,2500
2004,01,10,66,4,2900
2004,01,10,66,5,2230
2004,01,10,66,6,344
2004,01,10,67,1,183
2004,01,10,67,2,530
2004,01,10,67,3,767
2004,01,10,67,4,1613
2004,01,10,67,5,2880
2004,01,10,67,6,168
2004,01,10,68,1,2835
2004,01,10,68,2,5997
2004,01,10,68,3,5240
2004,01,10,68,4,5806
2004,01,10,68,5,3718
2004,01,10,68,6,591
2004,01,10,69,1,769
2004,01,10,69,2,1338
2004,01,10,69,3,1334
2004,01,10,69,4,1689
2004,01,10,69,5,1660
2004,01,10,69,6,137
2004,01,10,70,1,3791
2004,01,10,70,2,5598
2004,01,10,70,3,4673
2004,01,10,70,4,3043
2004,01,10,70,5,963
2004,01,10,70,6,711
2004,01,10,71,1,1862
2004,01,10,71,2,3933
2004,01,10,71,3,3743
2004,01,10,71,4,3489
2004,01,10,71,5,1500
2004,01,10,71,6,525
2004,01,10,72,1,3085
2004,01,10,72,2,6298
2004,01,10,72,3,5517
2004,01,10,72,4,5455
2004,01,10,72,5,2669
2004,01,10,72,6,669
2004,01,10,73,1,4422
2004,01,10,73,2,7099
2004,01,10,73,3,6667
2004,01,10,73,4,5534
2004,01,10,73,5,2099
2004,01,10,73,6,847
2005,01,01,01,1,5158
2005,01,01,01,2,15270
2005,01,01,01,3,7787
2005,01,01,01,4,6927
2005,01,01,01,5,5947
2005,01,01,01,6,1031
2005,01,01,02,1,1919
2005,01,01,02,2,8848
2005,01,01,02,3,4347
2005,01,01,02,4,4923
2005,01,01,02,5,4697
2005,01,01,02,6,407
2005,01,01,03,1,2417
2005,01,01,03,2,4392
2005,01,01,03,3,3117
2005,01,01,03,4,2207
2005,01,01,03,5,1494
2005,01,01,03,6,408
2005,01,01,04,1,2344
2005,01,01,04,2,5501
2005,01,01,04,3,3517
2005,01,01,04,4,4274
2005,01,01,04,5,4394
2005,01,01,04,6,519
2005,01,02,05,1,1714
2005,01,02,05,2,4650
2005,01,02,05,3,4957
2005,01,02,05,4,7631
2005,01,02,05,5,7441
2005,01,02,05,6,722
2005,01,02,06,1,3476
2005,01,02,06,2,9061
2005,01,02,06,3,9094
2005,01,02,06,4,12306
2005,01,02,06,5,11007
2005,01,02,06,6,1119
2005,01,02,07,1,1650
2005,01,02,07,2,4703
2005,01,02,07,3,5393
2005,01,02,07,4,10491
2005,01,02,07,5,14135
2005,01,02,07,6,892
2005,01,02,08,1,1999
2005,01,02,08,2,5352
2005,01,02,08,3,5713
2005,01,02,08,4,10510
2005,01,02,08,5,12319
2005,01,02,08,6,815
2005,01,02,09,1,3015
2005,01,02,09,2,8553
2005,01,02,09,3,9121
2005,01,02,09,4,14742
2005,01,02,09,5,14939
2005,01,02,09,6,1394
2005,01,02,10,1,2716
2005,01,02,10,2,7063
2005,01,02,10,3,6650
2005,01,02,10,4,8958
2005,01,02,10,5,7788
2005,01,02,10,6,785
2005,01,03,11,1,4206
2005,01,03,11,2,10559
2005,01,03,11,3,7319
2005,01,03,11,4,7188
2005,01,03,11,5,4620
2005,01,03,11,6,971
2005,01,03,12,1,257
2005,01,03,12,2,398
2005,01,03,12,3,239
2005,01,03,12,4,55
2005,01,03,12,5,0
2005,01,03,12,6,63
2005,01,03,13,1,3091
2005,01,03,13,2,7356
2005,01,03,13,3,5769
2005,01,03,13,4,5347
2005,01,03,13,5,2258
2005,01,03,13,6,888
2005,01,03,14,1,780
2005,01,03,14,2,2038
2005,01,03,14,3,1927
2005,01,03,14,4,2165
2005,01,03,14,5,1738
2005,01,03,14,6,240
2005,01,03,15,1,1486
2005,01,03,15,2,3387
2005,01,03,15,3,2867
2005,01,03,15,4,3148
2005,01,03,15,5,2428
2005,01,03,15,6,395
2005,01,03,16,1,1595
2005,01,03,16,2,4120
2005,01,03,16,3,3872
2005,01,03,16,4,3936
2005,01,03,16,5,2269
2005,01,03,16,6,513
2005,01,03,17,1,2437
2005,01,03,17,2,5552
2005,01,03,17,3,4487
2005,01,03,17,4,4982
2005,01,03,17,5,3298
2005,01,03,17,6,650
2005,01,03,18,1,3537
2005,01,03,18,2,8383
2005,01,03,18,3,7142
2005,01,03,18,4,8446
2005,01,03,18,5,6694
2005,01,03,18,6,948
2005,01,04,19,1,2247
2005,01,04,19,2,5797
2005,01,04,19,3,6729
2005,01,04,19,4,11863
2005,01,04,19,5,12812
2005,01,04,19,6,1170
2005,01,04,20,1,1481
2005,01,04,20,2,3744
2005,01,04,20,3,3686
2005,01,04,20,4,5949
2005,01,04,20,5,5980
2005,01,04,20,6,656
2005,01,04,21,1,229
2005,01,04,21,2,783
2005,01,04,21,3,1179
2005,01,04,21,4,3061
2005,01,04,21,5,4344
2005,01,04,21,6,391
2005,01,05,22,1,143
2005,01,05,22,2,415
2005,01,05,22,3,474
2005,01,05,22,4,817
2005,01,05,22,5,920
2005,01,05,22,6,123
2005,01,05,23,1,814
2005,01,05,23,2,1841
2005,01,05,23,3,2507
2005,01,05,23,4,5518
2005,01,05,23,5,7872
2005,01,05,23,6,582
2005,01,05,24,1,232
2005,01,05,24,2,835
2005,01,05,24,3,1359
2005,01,05,24,4,3884
2005,01,05,24,5,5741
2005,01,05,24,6,406
2005,01,05,25,1,643
2005,01,05,25,2,1733
2005,01,05,25,3,2448
2005,01,05,25,4,6239
2005,01,05,25,5,8273
2005,01,05,25,6,616
2005,01,05,26,1,1108
2005,01,05,26,2,3288
2005,01,05,26,3,4761
2005,01,05,26,4,12305
2005,01,05,26,5,16464
2005,01,05,26,6,1124
2005,01,05,27,1,817
2005,01,05,27,2,2362
2005,01,05,27,3,3520
2005,01,05,27,4,7578
2005,01,05,27,5,9528
2005,01,05,27,6,621
2005,01,06,28,1,841
2005,01,06,28,2,2082
2005,01,06,28,3,2500
2005,01,06,28,4,3860
2005,01,06,28,5,3879
2005,01,06,28,6,333
2005,01,06,29,1,588
2005,01,06,29,2,1190
2005,01,06,29,3,1264
2005,01,06,29,4,1638
2005,01,06,29,5,1273
2005,01,06,29,6,191
2005,01,06,30,1,724
2005,01,06,30,2,1646
2005,01,06,30,3,2134
2005,01,06,30,4,3380
2005,01,06,30,5,3380
2005,01,06,30,6,309
2005,01,06,31,1,3328
2005,01,06,31,2,8454
2005,01,06,31,3,7803
2005,01,06,31,4,11733
2005,01,06,31,5,12158
2005,01,06,31,6,947
2005,01,06,32,1,1904
2005,01,06,32,2,5088
2005,01,06,32,3,5741
2005,01,06,32,4,8716
2005,01,06,32,5,8262
2005,01,06,32,6,743
2005,01,07,33,1,2038
2005,01,07,33,2,4383
2005,01,07,33,3,4626
2005,01,07,33,4,6009
2005,01,07,33,5,4838
2005,01,07,33,6,543
2005,01,07,34,1,935
2005,01,07,34,2,1803
2005,01,07,34,3,1728
2005,01,07,34,4,1830
2005,01,07,34,5,1258
2005,01,07,34,6,277
2005,01,07,35,1,2754
2005,01,07,35,2,6299
2005,01,07,35,3,6477
2005,01,07,35,4,8594
2005,01,07,35,5,6174
2005,01,07,35,6,738
2005,01,07,36,1,656
2005,01,07,36,2,1499
2005,01,07,36,3,1832
2005,01,07,36,4,2304
2005,01,07,36,5,1751
2005,01,07,36,6,265
2005,01,07,37,1,5424
2005,01,07,37,2,7352
2005,01,07,37,3,7384
2005,01,07,37,4,5340
2005,01,07,37,5,2091
2005,01,07,37,6,943
2005,01,07,38,1,1700
2005,01,07,38,2,2670
2005,01,07,38,3,2624
2005,01,07,38,4,2200
2005,01,07,38,5,982
2005,01,07,38,6,336
2005,01,07,39,1,921
2005,01,07,39,2,1515
2005,01,07,39,3,1388
2005,01,07,39,4,1316
2005,01,07,39,5,871
2005,01,07,39,6,166
2005,01,07,40,1,697
2005,01,07,40,2,1137
2005,01,07,40,3,877
2005,01,07,40,4,1019
2005,01,07,40,5,820
2005,01,07,40,6,66
2005,01,07,41,1,322
2005,01,07,41,2,905
2005,01,07,41,3,960
2005,01,07,41,4,1284
2005,01,07,41,5,1161
2005,01,07,41,6,143
2005,01,07,42,1,35
2005,01,07,42,2,72
2005,01,07,42,3,54
2005,01,07,42,4,31
2005,01,07,42,5,16
2005,01,07,42,6,5
2005,01,07,43,1,3156
2005,01,07,43,2,5470
2005,01,07,43,3,4996
2005,01,07,43,4,5691
2005,01,07,43,5,3499
2005,01,07,43,6,654
2005,01,08,44,1,2629
2005,01,08,44,2,5166
2005,01,08,44,3,5079
2005,01,08,44,4,5580
2005,01,08,44,5,3403
2005,01,08,44,6,685
2005,01,08,45,1,3312
2005,01,08,45,2,5397
2005,01,08,45,3,4826
2005,01,08,45,4,4420
2005,01,08,45,5,2167
2005,01,08,45,6,550
2005,01,08,46,1,2290
2005,01,08,46,2,4015
2005,01,08,46,3,2904
2005,01,08,46,4,2658
2005,01,08,46,5,1227
2005,01,08,46,6,341
2005,01,08,47,1,305
2005,01,08,47,2,584
2005,01,08,47,3,455
2005,01,08,47,4,228
2005,01,08,47,5,68
2005,01,08,47,6,82
2005,01,08,48,1,1902
2005,01,08,48,2,3645
2005,01,08,48,3,3273
2005,01,08,48,4,3087
2005,01,08,48,5,1805
2005,01,08,48,6,355
2005,01,08,49,1,991
2005,01,08,49,2,1924
2005,01,08,49,3,1855
2005,01,08,49,4,1163
2005,01,08,49,5,472
2005,01,08,49,6,325
2005,01,08,50,1,2978
2005,01,08,50,2,3815
2005,01,08,50,3,3480
2005,01,08,50,4,2022
2005,01,08,50,5,595
2005,01,08,50,6,563
2005,01,08,51,1,2218
2005,01,08,51,2,3101
2005,01,08,51,3,2627
2005,01,08,51,4,1681
2005,01,08,51,5,658
2005,01,08,51,6,390
2005,01,08,52,1,4606
2005,01,08,52,2,6070
2005,01,08,52,3,6093
2005,01,08,52,4,4316
2005,01,08,52,5,1686
2005,01,08,52,6,722
2005,01,08,53,1,1598
2005,01,08,53,2,2141
2005,01,08,53,3,1760
2005,01,08,53,4,876
2005,01,08,53,5,233
2005,01,08,53,6,258
2005,01,08,54,1,419
2005,01,08,54,2,599
2005,01,08,54,3,397
2005,01,08,54,4,124
2005,01,08,54,5,44
2005,01,08,54,6,106
2005,01,08,55,1,1524
2005,01,08,55,2,2873
2005,01,08,55,3,2339
2005,01,08,55,4,1230
2005,01,08,55,5,380
2005,01,08,55,6,372
2005,01,08,56,1,164
2005,01,08,56,2,295
2005,01,08,56,3,167
2005,01,08,56,4,33
2005,01,08,56,5,6
2005,01,08,56,6,24
2005,01,09,57,1,1418
2005,01,09,57,2,2535
2005,01,09,57,3,1993
2005,01,09,57,4,1227
2005,01,09,57,5,410
2005,01,09,57,6,285
2005,01,09,58,1,384
2005,01,09,58,2,669
2005,01,09,58,3,477
2005,01,09,58,4,205
2005,01,09,58,5,24
2005,01,09,58,6,95
2005,01,09,59,1,1512
2005,01,09,59,2,2955
2005,01,09,59,3,2552
2005,01,09,59,4,1817
2005,01,09,59,5,840
2005,01,09,59,6,290
