Data_Referencia,Codi_Ciutat,Codi_Districte,Codi_Barri,LLOC_NAIX_REGIO,Poblacio,REF_Poblacio
2011,01,08,52,1,255,26069
2011,01,08,52,2,3033,26069
2011,01,08,52,3,0,26069
2011,01,08,52,4,634,26069
2011,01,08,52,5,407,26069
2011,01,08,52,6,0,26069
2011,01,08,52,7,0,26069
2011,01,08,53,1,226,7624
2011,01,08,53,2,992,7624
2011,01,08,53,3,0,7624
2011,01,08,53,4,347,7624
2011,01,08,53,5,141,7624
2011,01,08,53,6,0,7624
2011,01,08,53,7,0,7624
2011,01,08,54,1,46,2126
2011,01,08,54,2,128,2126
2011,01,08,54,3,0,2126
2011,01,08,54,4,28,2126
2011,01,08,54,5,26,2126
2011,01,08,54,6,0,2126
2011,01,08,54,7,0,2126
2011,01,08,55,1,985,10809
2011,01,08,55,2,2451,10809
2011,01,08,55,3,0,10809
2011,01,08,55,4,566,10809
2011,01,08,55,5,250,10809
2011,01,08,55,6,0,10809
2011,01,08,55,7,0,10809
2011,01,08,56,1,31,1332
2011,01,08,56,2,46,1332
2011,01,08,56,3,0,1332
2011,01,08,56,4,41,1332
2011,01,08,56,5,46,1332
2011,01,08,56,6,0,1332
2011,01,08,56,7,0,1332
2011,01,09,57,1,823,10300
2011,01,09,57,2,1767,10300
2011,01,09,57,3,0,10300
2011,01,09,57,4,1075,10300
2011,01,09,57,5,242,10300
2011,01,09,57,6,0,10300
2011,01,09,57,7,0,10300
2011,01,09,58,1,40,2361
2011,01,09,58,2,82,2361
2011,01,09,58,3,0,2361
2011,01,09,58,4,25,2361
2011,01,09,58,5,22,2361
2011,01,09,58,6,0,2361
2011,01,09,58,7,0,2361
2011,01,09,59,1,362,13502
2011,01,09,59,2,1405,13502
2011,01,09,59,3,0,13502
2011,01,09,59,4,1026,13502
2011,01,09,59,5,350,13502
2011,01,09,59,6,0,13502
2011,01,09,59,7,0,13502
2011,01,09,60,1,309,55113
2011,01,09,60,2,3496,55113
2011,01,09,60,3,0,55113
2011,01,09,60,4,479,55113
2011,01,09,60,5,932,55113
2011,01,09,60,6,0,55113
2011,01,09,60,7,0,55113
2011,01,09,61,1,210,28652
2011,01,09,61,2,3679,28652
2011,01,09,61,3,0,28652
2011,01,09,61,4,339,28652
2011,01,09,61,5,503,28652
2011,01,09,61,6,0,28652
2011,01,09,61,7,0,28652
2011,01,09,62,1,98,13790
2011,01,09,62,2,1435,13790
2011,01,09,62,3,5,13790
2011,01,09,62,4,236,13790
2011,01,09,62,5,445,13790
2011,01,09,62,6,0,13790
2011,01,09,62,7,0,13790
2011,01,09,63,1,117,21366
2011,01,09,63,2,2426,21366
2011,01,09,63,3,0,21366
2011,01,09,63,4,514,21366
2011,01,09,63,5,510,21366
2011,01,09,63,6,0,21366
2011,01,09,63,7,0,21366
2011,01,10,64,1,459,37360
2011,01,10,64,2,4694,37360
2011,01,10,64,3,0,37360
2011,01,10,64,4,524,37360
2011,01,10,64,5,1193,37360
2011,01,10,64,6,0,37360
2011,01,10,64,7,0,37360
2011,01,10,65,1,349,26958
2011,01,10,65,2,2773,26958
2011,01,10,65,3,16,26958
2011,01,10,65,4,474,26958
2011,01,10,65,5,866,26958
2011,01,10,65,6,0,26958
2011,01,10,65,7,0,26958
2011,01,10,66,1,193,13554
2011,01,10,66,2,1555,13554
2011,01,10,66,3,63,13554
2011,01,10,66,4,367,13554
2011,01,10,66,5,848,13554
2011,01,10,66,6,0,13554
2011,01,10,66,7,0,13554
2011,01,10,67,1,47,9108
2011,01,10,67,2,735,9108
2011,01,10,67,3,67,9108
2011,01,10,67,4,99,9108
2011,01,10,67,5,871,9108
2011,01,10,67,6,0,9108
2011,01,10,67,7,0,9108
2011,01,10,68,1,317,31580
2011,01,10,68,2,2597,31580
2011,01,10,68,3,30,31580
2011,01,10,68,4,936,31580
2011,01,10,68,5,1725,31580
2011,01,10,68,6,0,31580
2011,01,10,68,7,0,31580
2011,01,10,69,1,81,11844
2011,01,10,69,2,947,11844
2011,01,10,69,3,31,11844
2011,01,10,69,4,221,11844
2011,01,10,69,5,824,11844
2011,01,10,69,6,0,11844
2011,01,10,69,7,0,11844
2011,01,10,70,1,660,23705
2011,01,10,70,2,2651,23705
2011,01,10,70,3,0,23705
2011,01,10,70,4,3036,23705
2011,01,10,70,5,698,23705
2011,01,10,70,6,0,23705
2011,01,10,70,7,0,23705
2011,01,10,71,1,235,19301
2011,01,10,71,2,1629,19301
2011,01,10,71,3,0,19301
2011,01,10,71,4,378,19301
2011,01,10,71,5,701,19301
2011,01,10,71,6,0,19301
2011,01,10,71,7,0,19301
2011,01,10,72,1,100,25741
2011,01,10,72,2,2365,25741
2011,01,10,72,3,0,25741
2011,01,10,72,4,317,25741
2011,01,10,72,5,539,25741
2011,01,10,72,6,0,25741
2011,01,10,72,7,0,25741
2011,01,10,73,1,172,28606
2011,01,10,73,2,2327,28606
2011,01,10,73,3,0,28606
2011,01,10,73,4,388,28606
2011,01,10,73,5,605,28606
2011,01,10,73,6,0,28606
2011,01,10,73,7,0,28606
2012,01,01,01,1,2044,48676
2012,01,01,01,2,5594,48676
2012,01,01,01,3,160,48676
2012,01,01,01,4,15133,48676
2012,01,01,01,5,3860,48676
2012,01,01,01,6,0,48676
2012,01,01,01,7,0,48676
2012,01,01,02,1,592,16751
2012,01,01,02,2,2362,16751
2012,01,01,02,3,199,16751
2012,01,01,02,4,1890,16751
2012,01,01,02,5,2453,16751
2012,01,01,02,6,0,16751
2012,01,01,02,7,0,16751
2012,01,01,03,1,604,15469
2012,01,01,03,2,1822,15469
2012,01,01,03,3,78,15469
2012,01,01,03,4,675,15469
2012,01,01,03,5,1811,15469
2012,01,01,03,6,0,15469
2012,01,01,03,7,0,15469
2012,01,01,04,1,1211,22542
2012,01,01,04,2,3371,22542
2012,01,01,04,3,245,22542
2012,01,01,04,4,1466,22542
2012,01,01,04,5,3098,22542
2012,01,01,04,6,0,22542
2012,01,01,04,7,0,22542
2012,01,02,05,1,271,31788
2012,01,02,05,2,3727,31788
2012,01,02,05,3,41,31788
2012,01,02,05,4,1459,31788
2012,01,02,05,5,1890,31788
2012,01,02,05,6,0,31788
2012,01,02,05,7,0,31788
2012,01,02,06,1,332,51304
2012,01,02,06,2,6988,51304
2012,01,02,06,3,28,51304
2012,01,02,06,4,1351,51304
2012,01,02,06,5,2334,51304
2012,01,02,06,6,0,51304
2012,01,02,06,7,0,51304
2012,01,02,07,1,190,42554
2012,01,02,07,2,4425,42554
2012,01,02,07,3,281,42554
2012,01,02,07,4,841,42554
2012,01,02,07,5,3228,42554
2012,01,02,07,6,8,42554
2012,01,02,07,7,5,42554
2012,01,02,08,1,183,41223
2012,01,02,08,2,4863,41223
2012,01,02,08,3,270,41223
2012,01,02,08,4,1371,41223
2012,01,02,08,5,2951,41223
2012,01,02,08,6,0,41223
2012,01,02,08,7,0,41223
2012,01,02,09,1,311,56901
2012,01,02,09,2,6699,56901
2012,01,02,09,3,41,56901
2012,01,02,09,4,1841,56901
2012,01,02,09,5,2597,56901
2012,01,02,09,6,0,56901
2012,01,02,09,7,0,56901
2012,01,02,10,1,274,37794
2012,01,02,10,2,4362,37794
2012,01,02,10,3,72,37794
2012,01,02,10,4,1902,37794
2012,01,02,10,5,2111,37794
2012,01,02,10,6,0,37794
2012,01,02,10,7,0,37794
2012,01,03,11,1,1167,40840
2012,01,03,11,2,5767,40840
2012,01,03,11,3,36,40840
2012,01,03,11,4,4798,40840
2012,01,03,11,5,2591,40840
2012,01,03,11,6,0,40840
2012,01,03,11,7,0,40840
2012,01,03,12,1,33,1132
2012,01,03,12,2,50,1132
2012,01,03,12,3,0,1132
2012,01,03,12,4,16,1132
2012,01,03,12,5,13,1132
2012,01,03,12,6,0,1132
2012,01,03,12,7,0,1132
2012,01,03,13,1,378,30121
2012,01,03,13,2,3010,30121
2012,01,03,13,3,0,30121
2012,01,03,13,4,1268,30121
2012,01,03,13,5,708,30121
2012,01,03,13,6,0,30121
2012,01,03,13,7,0,30121
2012,01,03,14,1,96,10129
2012,01,03,14,2,1249,10129
2012,01,03,14,3,0,10129
2012,01,03,14,4,305,10129
2012,01,03,14,5,543,10129
2012,01,03,14,6,0,10129
2012,01,03,14,7,0,10129
2012,01,03,15,1,281,15819
2012,01,03,15,2,2062,15819
2012,01,03,15,3,5,15819
2012,01,03,15,4,919,15819
2012,01,03,15,5,767,15819
2012,01,03,15,6,0,15819
2012,01,03,15,7,0,15819
2012,01,03,16,1,230,18329
2012,01,03,16,2,1880,18329
2012,01,03,16,3,0,18329
2012,01,03,16,4,418,18329
2012,01,03,16,5,460,18329
2012,01,03,16,6,0,18329
2012,01,03,16,7,0,18329
2012,01,03,17,1,246,24241
2012,01,03,17,2,3309,24241
2012,01,03,17,3,0,24241
2012,01,03,17,4,816,24241
2012,01,03,17,5,787,24241
2012,01,03,17,6,0,24241
2012,01,03,17,7,0,24241
2012,01,03,18,1,566,40897
2012,01,03,18,2,5010,40897
2012,01,03,18,3,5,40897
2012,01,03,18,4,1580,40897
2012,01,03,18,5,1667,40897
2012,01,03,18,6,0,40897
2012,01,03,18,7,0,40897
2012,01,04,19,1,261,45916
2012,01,04,19,2,3517,45916
2012,01,04,19,3,58,45916
2012,01,04,19,4,1118,45916
2012,01,04,19,5,1519,45916
2012,01,04,19,6,0,45916
2012,01,04,19,7,0,45916
2012,01,04,20,1,195,23370
2012,01,04,20,2,2057,23370
2012,01,04,20,3,16,23370
2012,01,04,20,4,284,23370
2012,01,04,20,5,669,23370
2012,01,04,20,6,0,23370
2012,01,04,20,7,0,23370
2012,01,04,21,1,64,11565
2012,01,04,21,2,844,11565
2012,01,04,21,3,88,11565
2012,01,04,21,4,232,11565
2012,01,04,21,5,1035,11565
2012,01,04,21,6,0,11565
2012,01,04,21,7,0,11565
2012,01,05,22,1,0,4316
2012,01,05,22,2,235,4316
2012,01,05,22,3,32,4316
2012,01,05,22,4,11,4316
2012,01,05,22,5,319,4316
2012,01,05,22,6,0,4316
2012,01,05,22,7,0,4316
2012,01,05,23,1,94,23824
2012,01,05,23,2,1178,23824
2012,01,05,23,3,155,23824
2012,01,05,23,4,301,23824
2012,01,05,23,5,1533,23824
2012,01,05,23,6,5,23824
2012,01,05,23,7,0,23824
2012,01,05,24,1,20,15606
2012,01,05,24,2,741,15606
2012,01,05,24,3,186,15606
2012,01,05,24,4,154,15606
2012,01,05,24,5,612,15606
2012,01,05,24,6,0,15606
2012,01,05,24,7,0,15606
2012,01,05,25,1,103,24915
2012,01,05,25,2,1593,24915
2012,01,05,25,3,88,24915
2012,01,05,25,4,602,24915
2012,01,05,25,5,1074,24915
2012,01,05,25,6,0,24915
2012,01,05,25,7,0,24915
2012,01,05,26,1,167,45453
2012,01,05,26,2,3110,45453
2012,01,05,26,3,238,45453
2012,01,05,26,4,541,45453
2012,01,05,26,5,2166,45453
2012,01,05,26,6,0,45453
2012,01,05,26,7,0,45453
2012,01,05,27,1,124,28312
2012,01,05,27,2,2569,28312
2012,01,05,27,3,91,28312
2012,01,05,27,4,210,28312
2012,01,05,27,5,1525,28312
2012,01,05,27,6,0,28312
2012,01,05,27,7,0,28312
2012,01,06,28,1,55,15243
2012,01,06,28,2,1501,15243
2012,01,06,28,3,10,15243
2012,01,06,28,4,110,15243
2012,01,06,28,5,764,15243
2012,01,06,28,6,0,15243
2012,01,06,28,7,0,15243
2012,01,06,29,1,108,7154
2012,01,06,29,2,738,7154
2012,01,06,29,3,0,7154
2012,01,06,29,4,59,7154
2012,01,06,29,5,318,7154
2012,01,06,29,6,0,7154
2012,01,06,29,7,0,7154
2012,01,06,30,1,90,12880
2012,01,06,30,2,1034,12880
2012,01,06,30,3,17,12880
2012,01,06,30,4,97,12880
2012,01,06,30,5,569,12880
2012,01,06,30,6,0,12880
2012,01,06,30,7,0,12880
2012,01,06,31,1,346,50125
2012,01,06,31,2,5256,50125
2012,01,06,31,3,239,50125
2012,01,06,31,4,1228,50125
2012,01,06,31,5,3750,50125
2012,01,06,31,6,0,50125
2012,01,06,31,7,0,50125
2012,01,06,32,1,151,34049
2012,01,06,32,2,2964,34049
2012,01,06,32,3,47,34049
2012,01,06,32,4,598,34049
2012,01,06,32,5,1544,34049
2012,01,06,32,6,0,34049
2012,01,06,32,7,0,34049
2012,01,07,33,1,64,25369
2012,01,07,33,2,2861,25369
2012,01,07,33,3,0,25369
2012,01,07,33,4,441,25369
2012,01,07,33,5,810,25369
2012,01,07,33,6,0,25369
2012,01,07,33,7,0,25369
2012,01,07,34,1,32,8834
2012,01,07,34,2,780,8834
2012,01,07,34,3,0,8834
2012,01,07,34,4,147,8834
2012,01,07,34,5,379,8834
2012,01,07,34,6,0,8834
2012,01,07,34,7,0,8834
2012,01,07,35,1,259,34988
2012,01,07,35,2,4281,34988
2012,01,07,35,3,0,34988
2012,01,07,35,4,398,34988
2012,01,07,35,5,1077,34988
2012,01,07,35,6,0,34988
2012,01,07,35,7,0,34988
2012,01,07,36,1,29,9390
2012,01,07,36,2,428,9390
2012,01,07,36,3,0,9390
2012,01,07,36,4,20,9390
2012,01,07,36,5,216,9390
2012,01,07,36,6,0,9390
2012,01,07,36,7,0,9390
2012,01,07,37,1,338,31471
2012,01,07,37,2,3525,31471
2012,01,07,37,3,0,31471
2012,01,07,37,4,342,31471
2012,01,07,37,5,780,31471
2012,01,07,37,6,0,31471
2012,01,07,37,7,0,31471
2012,01,07,38,1,111,11563
2012,01,07,38,2,1419,11563
2012,01,07,38,3,0,11563
2012,01,07,38,4,145,11563
2012,01,07,38,5,329,11563
2012,01,07,38,6,0,11563
2012,01,07,38,7,0,11563
2012,01,07,39,1,76,6826
2012,01,07,39,2,738,6826
2012,01,07,39,3,0,6826
2012,01,07,39,4,69,6826
2012,01,07,39,5,171,6826
2012,01,07,39,6,0,6826
2012,01,07,39,7,0,6826
2012,01,07,40,1,25,5038
2012,01,07,40,2,510,5038
2012,01,07,40,3,0,5038
2012,01,07,40,4,19,5038
2012,01,07,40,5,85,5038
2012,01,07,40,6,0,5038
2012,01,07,40,7,0,5038
2012,01,07,41,1,11,5473
2012,01,07,41,2,562,5473
2012,01,07,41,3,0,5473
2012,01,07,41,4,7,5473
2012,01,07,41,5,120,5473
2012,01,07,41,6,0,5473
2012,01,07,41,7,0,5473
2012,01,07,42,1,0,436
2012,01,07,42,2,39,436
2012,01,07,42,3,0,436
2012,01,07,42,4,46,436
2012,01,07,42,5,2,436
2012,01,07,42,6,0,436
2012,01,07,42,7,0,436
2012,01,07,43,1,173,26464
2012,01,07,43,2,1992,26464
2012,01,07,43,3,0,26464
2012,01,07,43,4,651,26464
2012,01,07,43,5,528,26464
2012,01,07,43,6,0,26464
2012,01,07,43,7,0,26464
2012,01,08,44,1,114,25056
2012,01,08,44,2,3037,25056
2012,01,08,44,3,0,25056
2012,01,08,44,4,404,25056
2012,01,08,44,5,467,25056
2012,01,08,44,6,0,25056
2012,01,08,44,7,0,25056
2012,01,08,45,1,301,24375
2012,01,08,45,2,3053,24375
2012,01,08,45,3,0,24375
2012,01,08,45,4,764,24375
2012,01,08,45,5,528,24375
2012,01,08,45,6,0,24375
2012,01,08,45,7,0,24375
2012,01,08,46,1,204,15413
2012,01,08,46,2,3430,15413
2012,01,08,46,3,0,15413
2012,01,08,46,4,551,15413
2012,01,08,46,5,302,15413
2012,01,08,46,6,0,15413
2012,01,08,46,7,0,15413
2012,01,08,47,1,21,2184
2012,01,08,47,2,77,2184
2012,01,08,47,3,0,2184
2012,01,08,47,4,0,2184
2012,01,08,47,5,19,2184
2012,01,08,47,6,0,2184
2012,01,08,47,7,0,2184
2012,01,08,48,1,48,14906
2012,01,08,48,2,1089,14906
2012,01,08,48,3,0,14906
2012,01,08,48,4,52,14906
2012,01,08,48,5,255,14906
2012,01,08,48,6,0,14906
2012,01,08,48,7,0,14906
2012,01,08,49,1,17,7084
2012,01,08,49,2,334,7084
2012,01,08,49,3,0,7084
2012,01,08,49,4,18,7084
2012,01,08,49,5,81,7084
2012,01,08,49,6,0,7084
2012,01,08,49,7,0,7084
2012,01,08,50,1,383,15883
2012,01,08,50,2,2587,15883
2012,01,08,50,3,0,15883
2012,01,08,50,4,579,15883
2012,01,08,50,5,418,15883
2012,01,08,50,6,0,15883
2012,01,08,50,7,0,15883
2012,01,08,51,1,93,12261
2012,01,08,51,2,1831,12261
2012,01,08,51,3,0,12261
2012,01,08,51,4,347,12261
2012,01,08,51,5,239,12261
2012,01,08,51,6,0,12261
2012,01,08,51,7,0,12261
2012,01,08,52,1,253,26024
2012,01,08,52,2,3174,26024
2012,01,08,52,3,0,26024
2012,01,08,52,4,627,26024
2012,01,08,52,5,450,26024
2012,01,08,52,6,0,26024
2012,01,08,52,7,0,26024
2012,01,08,53,1,194,7539
2012,01,08,53,2,954,7539
2012,01,08,53,3,0,7539
2012,01,08,53,4,365,7539
2012,01,08,53,5,164,7539
2012,01,08,53,6,0,7539
2012,01,08,53,7,0,7539
2012,01,08,54,1,51,2131
2012,01,08,54,2,146,2131
2012,01,08,54,3,0,2131
2012,01,08,54,4,37,2131
2012,01,08,54,5,27,2131
2012,01,08,54,6,0,2131
2012,01,08,54,7,0,2131
2012,01,08,55,1,955,10659
2012,01,08,55,2,2342,10659
2012,01,08,55,3,0,10659
2012,01,08,55,4,625,10659
2012,01,08,55,5,265,10659
2012,01,08,55,6,0,10659
2012,01,08,55,7,0,10659
2012,01,08,56,1,34,1326
2012,01,08,56,2,56,1326
2012,01,08,56,3,0,1326
2012,01,08,56,4,37,1326
2012,01,08,56,5,53,1326
2012,01,08,56,6,0,1326
2012,01,08,56,7,0,1326
2012,01,09,57,1,796,10279
2012,01,09,57,2,1710,10279
2012,01,09,57,3,0,10279
2012,01,09,57,4,1111,10279
2012,01,09,57,5,250,10279
2012,01,09,57,6,0,10279
2012,01,09,57,7,0,10279
2012,01,09,58,1,45,2362
2012,01,09,58,2,95,2362
2012,01,09,58,3,0,2362
2012,01,09,58,4,6,2362
2012,01,09,58,5,39,2362
2012,01,09,58,6,0,2362
2012,01,09,58,7,0,2362
2012,01,09,59,1,292,13075
2012,01,09,59,2,1276,13075
2012,01,09,59,3,0,13075
2012,01,09,59,4,798,13075
2012,01,09,59,5,331,13075
2012,01,09,59,6,0,13075
2012,01,09,59,7,0,13075
2012,01,09,60,1,291,55323
2012,01,09,60,2,3606,55323
2012,01,09,60,3,0,55323
2012,01,09,60,4,510,55323
2012,01,09,60,5,933,55323
2012,01,09,60,6,0,55323
2012,01,09,60,7,0,55323
2012,01,09,61,1,189,28656
2012,01,09,61,2,3865,28656
2012,01,09,61,3,0,28656
2012,01,09,61,4,431,28656
2012,01,09,61,5,512,28656
2012,01,09,61,6,0,28656
2012,01,09,61,7,0,28656
2012,01,09,62,1,108,13908
2012,01,09,62,2,1539,13908
2012,01,09,62,3,0,13908
2012,01,09,62,4,289,13908
2012,01,09,62,5,451,13908
2012,01,09,62,6,0,13908
2012,01,09,62,7,0,13908
2012,01,09,63,1,170,21594
2012,01,09,63,2,2534,21594
2012,01,09,63,3,0,21594
2012,01,09,63,4,558,21594
2012,01,09,63,5,551,21594
2012,01,09,63,6,0,21594
2012,01,09,63,7,0,21594
2012,01,10,64,1,443,37572
2012,01,10,64,2,4882,37572
2012,01,10,64,3,0,37572
2012,01,10,64,4,644,37572
2012,01,10,64,5,1244,37572
2012,01,10,64,6,0,37572
2012,01,10,64,7,0,37572
2012,01,10,65,1,401,26912
2012,01,10,65,2,2779,26912
2012,01,10,65,3,6,26912
2012,01,10,65,4,463,26912
2012,01,10,65,5,931,26912
2012,01,10,65,6,0,26912
2012,01,10,65,7,0,26912
2012,01,10,66,1,210,13843
2012,01,10,66,2,1528,13843
2012,01,10,66,3,53,13843
2012,01,10,66,4,395,13843
2012,01,10,66,5,949,13843
2012,01,10,66,6,0,13843
2012,01,10,66,7,0,13843
2012,01,10,67,1,57,9128
2012,01,10,67,2,729,9128
2012,01,10,67,3,80,9128
2012,01,10,67,4,124,9128
2012,01,10,67,5,870,9128
2012,01,10,67,6,0,9128
2012,01,10,67,7,0,9128
2012,01,10,68,1,314,32028
2012,01,10,68,2,2752,32028
2012,01,10,68,3,55,32028
2012,01,10,68,4,974,32028
2012,01,10,68,5,1910,32028
2012,01,10,68,6,0,32028
2012,01,10,68,7,0,32028
2012,01,10,69,1,95,12359
2012,01,10,69,2,1010,12359
2012,01,10,69,3,36,12359
2012,01,10,69,4,251,12359
2012,01,10,69,5,918,12359
2012,01,10,69,6,0,12359
2012,01,10,69,7,0,12359
2012,01,10,70,1,680,23453
2012,01,10,70,2,2471,23453
2012,01,10,70,3,0,23453
2012,01,10,70,4,3036,23453
2012,01,10,70,5,691,23453
2012,01,10,70,6,0,23453
2012,01,10,70,7,0,23453
2012,01,10,71,1,252,19629
2012,01,10,71,2,1669,19629
2012,01,10,71,3,0,19629
2012,01,10,71,4,455,19629
2012,01,10,71,5,742,19629
2012,01,10,71,6,0,19629
2012,01,10,71,7,0,19629
2012,01,10,72,1,83,25683
2012,01,10,72,2,2386,25683
2012,01,10,72,3,0,25683
2012,01,10,72,4,362,25683
2012,01,10,72,5,531,25683
2012,01,10,72,6,0,25683
2012,01,10,72,7,0,25683
2012,01,10,73,1,220,28825
2012,01,10,73,2,2453,28825
2012,01,10,73,3,0,28825
2012,01,10,73,4,539,28825
2012,01,10,73,5,635,28825
2012,01,10,73,6,0,28825
2012,01,10,73,7,0,28825
2013,01,01,01,1,2031,48441
2013,01,01,01,2,5325,48441
2013,01,01,01,3,174,48441
2013,01,01,01,4,15281,48441
2013,01,01,01,5,4095,48441
2013,01,01,01,6,0,48441
2013,01,01,01,7,0,48441
2013,01,01,02,1,552,16132
2013,01,01,02,2,2277,16132
2013,01,01,02,3,201,16132
2013,01,01,02,4,1665,16132
2013,01,01,02,5,2591,16132
2013,01,01,02,6,0,16132
2013,01,01,02,7,0,16132
2013,01,01,03,1,558,15267
2013,01,01,03,2,1756,15267
2013,01,01,03,3,69,15267
2013,01,01,03,4,792,15267
2013,01,01,03,5,1959,15267
2013,01,01,03,6,0,15267
2013,01,01,03,7,0,15267
2013,01,01,04,1,1133,22538
2013,01,01,04,2,3365,22538
2013,01,01,04,3,267,22538
2013,01,01,04,4,1526,22538
2013,01,01,04,5,3410,22538
2013,01,01,04,6,10,22538
2013,01,01,04,7,0,22538
2013,01,02,05,1,238,31300
2013,01,02,05,2,3657,31300
2013,01,02,05,3,51,31300
2013,01,02,05,4,1213,31300
2013,01,02,05,5,1986,31300
2013,01,02,05,6,0,31300
2013,01,02,05,7,0,31300
2013,01,02,06,1,331,51045
2013,01,02,06,2,7044,51045
2013,01,02,06,3,46,51045
2013,01,02,06,4,1407,51045
2013,01,02,06,5,2431,51045
2013,01,02,06,6,0,51045
2013,01,02,06,7,6,51045
2013,01,02,07,1,174,42639
2013,01,02,07,2,4525,42639
2013,01,02,07,3,300,42639
2013,01,02,07,4,818,42639
2013,01,02,07,5,3579,42639
2013,01,02,07,6,7,42639
2013,01,02,07,7,0,42639
2013,01,02,08,1,151,41339
2013,01,02,08,2,4917,41339
2013,01,02,08,3,279,41339
2013,01,02,08,4,1429,41339
2013,01,02,08,5,3154,41339
2013,01,02,08,6,0,41339
2013,01,02,08,7,0,41339
2013,01,02,09,1,345,56881
2013,01,02,09,2,6703,56881
2013,01,02,09,3,53,56881
2013,01,02,09,4,1827,56881
2013,01,02,09,5,2777,56881
2013,01,02,09,6,0,56881
2013,01,02,09,7,0,56881
2013,01,02,10,1,244,37753
2013,01,02,10,2,4393,37753
2013,01,02,10,3,62,37753
2013,01,02,10,4,2013,37753
2013,01,02,10,5,2283,37753
2013,01,02,10,6,0,37753
2013,01,02,10,7,0,37753
2013,01,03,11,1,1107,40602
2013,01,03,11,2,5695,40602
2013,01,03,11,3,49,40602
2013,01,03,11,4,4952,40602
2013,01,03,11,5,2800,40602
2013,01,03,11,6,0,40602
2013,01,03,11,7,0,40602
2013,01,03,12,1,33,1149
2013,01,03,12,2,52,1149
2013,01,03,12,3,0,1149
2013,01,03,12,4,13,1149
2013,01,03,12,5,25,1149
2013,01,03,12,6,0,1149
2013,01,03,12,7,0,1149
2013,01,03,13,1,372,29903
2013,01,03,13,2,2983,29903
2013,01,03,13,3,0,29903
2013,01,03,13,4,1232,29903
2013,01,03,13,5,692,29903
2013,01,03,13,6,0,29903
2013,01,03,13,7,0,29903
2013,01,03,14,1,109,10172
2013,01,03,14,2,1245,10172
2013,01,03,14,3,5,10172
2013,01,03,14,4,352,10172
2013,01,03,14,5,582,10172
2013,01,03,14,6,0,10172
2013,01,03,14,7,0,10172
2013,01,03,15,1,237,15774
2013,01,03,15,2,2122,15774
2013,01,03,15,3,0,15774
2013,01,03,15,4,949,15774
2013,01,03,15,5,766,15774
2013,01,03,15,6,0,15774
2013,01,03,15,7,0,15774
2013,01,03,16,1,211,18304
2013,01,03,16,2,1830,18304
2013,01,03,16,3,5,18304
2013,01,03,16,4,441,18304
2013,01,03,16,5,545,18304
2013,01,03,16,6,0,18304
2013,01,03,16,7,0,18304
2013,01,03,17,1,235,24021
2013,01,03,17,2,3311,24021
2013,01,03,17,3,0,24021
2013,01,03,17,4,761,24021
2013,01,03,17,5,802,24021
2013,01,03,17,6,0,24021
2013,01,03,17,7,0,24021
2013,01,03,18,1,506,40364
2013,01,03,18,2,4880,40364
2013,01,03,18,3,5,40364
2013,01,03,18,4,1331,40364
2013,01,03,18,5,1756,40364
2013,01,03,18,6,0,40364
2013,01,03,18,7,0,40364
2013,01,04,19,1,232,45266
2013,01,04,19,2,3328,45266
2013,01,04,19,3,36,45266
2013,01,04,19,4,803,45266
2013,01,04,19,5,1562,45266
2013,01,04,19,6,0,45266
2013,01,04,19,7,0,45266
2013,01,04,20,1,177,23269
2013,01,04,20,2,2065,23269
2013,01,04,20,3,6,23269
2013,01,04,20,4,303,23269
2013,01,04,20,5,684,23269
2013,01,04,20,6,0,23269
2013,01,04,20,7,0,23269
2013,01,04,21,1,80,11680
2013,01,04,21,2,833,11680
2013,01,04,21,3,87,11680
2013,01,04,21,4,255,11680
2013,01,04,21,5,1073,11680
2013,01,04,21,6,0,11680
2013,01,04,21,7,0,11680
2013,01,05,22,1,0,4350
2013,01,05,22,2,244,4350
2013,01,05,22,3,32,4350
2013,01,05,22,4,5,4350
2013,01,05,22,5,332,4350
2013,01,05,22,6,0,4350
2013,01,05,22,7,0,4350
2013,01,05,23,1,85,24068
2013,01,05,23,2,1172,24068
2013,01,05,23,3,177,24068
2013,01,05,23,4,288,24068
2013,01,05,23,5,1704,24068
2013,01,05,23,6,5,24068
2013,01,05,23,7,0,24068
2013,01,05,24,1,22,15724
2013,01,05,24,2,771,15724
2013,01,05,24,3,177,15724
2013,01,05,24,4,167,15724
2013,01,05,24,5,630,15724
2013,01,05,24,6,0,15724
2013,01,05,24,7,0,15724
2013,01,05,25,1,79,24594
2013,01,05,25,2,1469,24594
2013,01,05,25,3,78,24594
2013,01,05,25,4,328,24594
2013,01,05,25,5,1135,24594
2013,01,05,25,6,0,24594
2013,01,05,25,7,0,24594
2013,01,05,26,1,149,45613
2013,01,05,26,2,3020,45613
2013,01,05,26,3,268,45613
2013,01,05,26,4,543,45613
2013,01,05,26,5,2268,45613
2013,01,05,26,6,0,45613
2013,01,05,26,7,5,45613
2013,01,05,27,1,157,28341
2013,01,05,27,2,2513,28341
2013,01,05,27,3,115,28341
2013,01,05,27,4,181,28341
2013,01,05,27,5,1610,28341
2013,01,05,27,6,0,28341
2013,01,05,27,7,0,28341
2013,01,06,28,1,70,15221
2013,01,06,28,2,1421,15221
2013,01,06,28,3,5,15221
2013,01,06,28,4,139,15221
2013,01,06,28,5,795,15221
2013,01,06,28,6,0,15221
