Data_Referencia,Codi_Ciutat,Codi_Districte,Codi_Barri,LLOC_NAIX_REGIO,Poblacio,REF_Poblacio
2001,01,01,01,1,1723,37110
2001,01,01,01,2,2496,37110
2001,01,01,01,3,23,37110
2001,01,01,01,4,4163,37110
2001,01,01,01,5,685,37110
2001,01,01,01,6,0,37110
2001,01,01,01,7,0,37110
2001,01,01,02,1,631,16030
2001,01,01,02,2,1428,16030
2001,01,01,02,3,15,16030
2001,01,01,02,4,772,16030
2001,01,01,02,5,845,16030
2001,01,01,02,6,0,16030
2001,01,01,02,7,0,16030
2001,01,01,03,1,433,14881
2001,01,01,03,2,564,14881
2001,01,01,03,3,0,14881
2001,01,01,03,4,147,14881
2001,01,01,03,5,263,14881
2001,01,01,03,6,0,14881
2001,01,01,03,7,0,14881
2001,01,01,04,1,960,19704
2001,01,01,04,2,1311,19704
2001,01,01,04,3,15,19704
2001,01,01,04,4,425,19704
2001,01,01,04,5,589,19704
2001,01,01,04,6,0,19704
2001,01,01,04,7,0,19704
2001,01,02,05,1,83,28257
2001,01,02,05,2,1055,28257
2001,01,02,05,3,12,28257
2001,01,02,05,4,147,28257
2001,01,02,05,5,305,28257
2001,01,02,05,6,0,28257
2001,01,02,05,7,0,28257
2001,01,02,06,1,181,48872
2001,01,02,06,2,2183,48872
2001,01,02,06,3,0,48872
2001,01,02,06,4,104,48872
2001,01,02,06,5,463,48872
2001,01,02,06,6,0,48872
2001,01,02,06,7,11,48872
2001,01,02,07,1,125,39110
2001,01,02,07,2,1231,39110
2001,01,02,07,3,18,39110
2001,01,02,07,4,159,39110
2001,01,02,07,5,773,39110
2001,01,02,07,6,0,39110
2001,01,02,07,7,0,39110
2001,01,02,08,1,78,38464
2001,01,02,08,2,1585,38464
2001,01,02,08,3,0,38464
2001,01,02,08,4,430,38464
2001,01,02,08,5,615,38464
2001,01,02,08,6,0,38464
2001,01,02,08,7,0,38464
2001,01,02,09,1,116,54376
2001,01,02,09,2,2155,54376
2001,01,02,09,3,0,54376
2001,01,02,09,4,300,54376
2001,01,02,09,5,603,54376
2001,01,02,09,6,0,54376
2001,01,02,09,7,0,54376
2001,01,02,10,1,133,35405
2001,01,02,10,2,1365,35405
2001,01,02,10,3,0,35405
2001,01,02,10,4,207,35405
2001,01,02,10,5,368,35405
2001,01,02,10,6,0,35405
2001,01,02,10,7,0,35405
2001,01,03,11,1,774,33964
2001,01,03,11,2,1621,33964
2001,01,03,11,3,0,33964
2001,01,03,11,4,273,33964
2001,01,03,11,5,398,33964
2001,01,03,11,6,0,33964
2001,01,03,11,7,0,33964
2001,01,03,12,1,6,1752
2001,01,03,12,2,12,1752
2001,01,03,12,3,0,1752
2001,01,03,12,4,0,1752
2001,01,03,12,5,22,1752
2001,01,03,12,6,0,1752
2001,01,03,12,7,0,1752
2001,01,03,13,1,123,27314
2001,01,03,13,2,547,27314
2001,01,03,13,3,0,27314
2001,01,03,13,4,27,27314
2001,01,03,13,5,200,27314
2001,01,03,13,6,0,27314
2001,01,03,13,7,0,27314
2001,01,03,14,1,58,9257
2001,01,03,14,2,264,9257
2001,01,03,14,3,0,9257
2001,01,03,14,4,56,9257
2001,01,03,14,5,72,9257
2001,01,03,14,6,0,9257
2001,01,03,14,7,0,9257
2001,01,03,15,1,43,14243
2001,01,03,15,2,540,14243
2001,01,03,15,3,0,14243
2001,01,03,15,4,102,14243
2001,01,03,15,5,164,14243
2001,01,03,15,6,0,14243
2001,01,03,15,7,0,14243
2001,01,03,16,1,142,17762
2001,01,03,16,2,481,17762
2001,01,03,16,3,0,17762
2001,01,03,16,4,0,17762
2001,01,03,16,5,110,17762
2001,01,03,16,6,0,17762
2001,01,03,16,7,0,17762
2001,01,03,17,1,142,23110
2001,01,03,17,2,811,23110
2001,01,03,17,3,0,23110
2001,01,03,17,4,22,23110
2001,01,03,17,5,150,23110
2001,01,03,17,6,0,23110
2001,01,03,17,7,0,23110
2001,01,03,18,1,187,37550
2001,01,03,18,2,1203,37550
2001,01,03,18,3,0,37550
2001,01,03,18,4,108,37550
2001,01,03,18,5,305,37550
2001,01,03,18,6,0,37550
2001,01,03,18,7,0,37550
2001,01,04,19,1,107,45631
2001,01,04,19,2,1028,45631
2001,01,04,19,3,0,45631
2001,01,04,19,4,77,45631
2001,01,04,19,5,580,45631
2001,01,04,19,6,0,45631
2001,01,04,19,7,0,45631
2001,01,04,20,1,74,24166
2001,01,04,20,2,535,24166
2001,01,04,20,3,5,24166
2001,01,04,20,4,70,24166
2001,01,04,20,5,248,24166
2001,01,04,20,6,0,24166
2001,01,04,20,7,0,24166
2001,01,04,21,1,39,11067
2001,01,04,21,2,276,11067
2001,01,04,21,3,32,11067
2001,01,04,21,4,167,11067
2001,01,04,21,5,431,11067
2001,01,04,21,6,0,11067
2001,01,04,21,7,0,11067
2001,01,05,22,1,0,3194
2001,01,05,22,2,70,3194
2001,01,05,22,3,11,3194
2001,01,05,22,4,0,3194
2001,01,05,22,5,117,3194
2001,01,05,22,6,0,3194
2001,01,05,22,7,0,3194
2001,01,05,23,1,37,21279
2001,01,05,23,2,450,21279
2001,01,05,23,3,58,21279
2001,01,05,23,4,122,21279
2001,01,05,23,5,611,21279
2001,01,05,23,6,0,21279
2001,01,05,23,7,0,21279
2001,01,05,24,1,10,13817
2001,01,05,24,2,249,13817
2001,01,05,24,3,20,13817
2001,01,05,24,4,21,13817
2001,01,05,24,5,369,13817
2001,01,05,24,6,0,13817
2001,01,05,24,7,0,13817
2001,01,05,25,1,22,22252
2001,01,05,25,2,561,22252
2001,01,05,25,3,16,22252
2001,01,05,25,4,16,22252
2001,01,05,25,5,452,22252
2001,01,05,25,6,0,22252
2001,01,05,25,7,0,22252
2001,01,05,26,1,61,43529
2001,01,05,26,2,1052,43529
2001,01,05,26,3,39,43529
2001,01,05,26,4,166,43529
2001,01,05,26,5,971,43529
2001,01,05,26,6,0,43529
2001,01,05,26,7,0,43529
2001,01,05,27,1,48,26592
2001,01,05,27,2,817,26592
2001,01,05,27,3,13,26592
2001,01,05,27,4,15,26592
2001,01,05,27,5,571,26592
2001,01,05,27,6,0,26592
2001,01,05,27,7,0,26592
2001,01,06,28,1,49,14139
2001,01,06,28,2,432,14139
2001,01,06,28,3,0,14139
2001,01,06,28,4,0,14139
2001,01,06,28,5,235,14139
2001,01,06,28,6,0,14139
2001,01,06,28,7,0,14139
2001,01,06,29,1,6,6569
2001,01,06,29,2,146,6569
2001,01,06,29,3,0,6569
2001,01,06,29,4,0,6569
2001,01,06,29,5,101,6569
2001,01,06,29,6,0,6569
2001,01,06,29,7,0,6569
2001,01,06,30,1,5,12770
2001,01,06,30,2,370,12770
2001,01,06,30,3,0,12770
2001,01,06,30,4,11,12770
2001,01,06,30,5,160,12770
2001,01,06,30,6,0,12770
2001,01,06,30,7,0,12770
2001,01,06,31,1,98,45538
2001,01,06,31,2,1572,45538
2001,01,06,31,3,0,45538
2001,01,06,31,4,81,45538
2001,01,06,31,5,707,45538
2001,01,06,31,6,0,45538
2001,01,06,31,7,0,45538
2001,01,06,32,1,25,33159
2001,01,06,32,2,960,33159
2001,01,06,32,3,0,33159
2001,01,06,32,4,51,33159
2001,01,06,32,5,361,33159
2001,01,06,32,6,0,33159
2001,01,06,32,7,0,33159
2001,01,07,33,1,29,24463
2001,01,07,33,2,884,24463
2001,01,07,33,3,0,24463
2001,01,07,33,4,31,24463
2001,01,07,33,5,181,24463
2001,01,07,33,6,0,24463
2001,01,07,33,7,0,24463
2001,01,07,34,1,5,8709
2001,01,07,34,2,200,8709
2001,01,07,34,3,0,8709
2001,01,07,34,4,0,8709
2001,01,07,34,5,64,8709
2001,01,07,34,6,0,8709
2001,01,07,34,7,0,8709
2001,01,07,35,1,108,33850
2001,01,07,35,2,951,33850
2001,01,07,35,3,0,33850
2001,01,07,35,4,5,33850
2001,01,07,35,5,341,33850
2001,01,07,35,6,0,33850
2001,01,07,35,7,0,33850
2001,01,07,36,1,0,9646
2001,01,07,36,2,106,9646
2001,01,07,36,3,0,9646
2001,01,07,36,4,0,9646
2001,01,07,36,5,81,9646
2001,01,07,36,6,0,9646
2001,01,07,36,7,0,9646
2001,01,07,37,1,68,32166
2001,01,07,37,2,548,32166
2001,01,07,37,3,0,32166
2001,01,07,37,4,6,32166
2001,01,07,37,5,145,32166
2001,01,07,37,6,0,32166
2001,01,07,37,7,0,32166
2001,01,07,38,1,26,11304
2001,01,07,38,2,317,11304
2001,01,07,38,3,0,11304
2001,01,07,38,4,28,11304
2001,01,07,38,5,72,11304
2001,01,07,38,6,0,11304
2001,01,07,38,7,0,11304
2001,01,07,39,1,0,6894
2001,01,07,39,2,172,6894
2001,01,07,39,3,0,6894
2001,01,07,39,4,0,6894
2001,01,07,39,5,66,6894
2001,01,07,39,6,0,6894
2001,01,07,39,7,0,6894
2001,01,07,40,1,0,5035
2001,01,07,40,2,128,5035
2001,01,07,40,3,0,5035
2001,01,07,40,4,0,5035
2001,01,07,40,5,23,5035
2001,01,07,40,6,0,5035
2001,01,07,40,7,0,5035
2001,01,07,41,1,0,5442
2001,01,07,41,2,195,5442
2001,01,07,41,3,0,5442
2001,01,07,41,4,0,5442
2001,01,07,41,5,39,5442
2001,01,07,41,6,0,5442
2001,01,07,41,7,0,5442
2001,01,07,42,1,0,438
2001,01,07,42,2,5,438
2001,01,07,42,3,0,438
2001,01,07,42,4,0,438
2001,01,07,42,5,1,438
2001,01,07,42,6,0,438
2001,01,07,42,7,0,438
2001,01,07,43,1,21,25944
2001,01,07,43,2,366,25944
2001,01,07,43,3,0,25944
2001,01,07,43,4,5,25944
2001,01,07,43,5,147,25944
2001,01,07,43,6,0,25944
2001,01,07,43,7,0,25944
2001,01,08,44,1,37,24691
2001,01,08,44,2,671,24691
2001,01,08,44,3,0,24691
2001,01,08,44,4,0,24691
2001,01,08,44,5,164,24691
2001,01,08,44,6,0,24691
2001,01,08,44,7,0,24691
2001,01,08,45,1,89,23518
2001,01,08,45,2,666,23518
2001,01,08,45,3,0,23518
2001,01,08,45,4,0,23518
2001,01,08,45,5,149,23518
2001,01,08,45,6,0,23518
2001,01,08,45,7,0,23518
2001,01,08,46,1,40,14347
2001,01,08,46,2,764,14347
2001,01,08,46,3,0,14347
2001,01,08,46,4,0,14347
2001,01,08,46,5,74,14347
2001,01,08,46,6,0,14347
2001,01,08,46,7,0,14347
2001,01,08,47,1,0,2152
2001,01,08,47,2,18,2152
2001,01,08,47,3,0,2152
2001,01,08,47,4,0,2152
2001,01,08,47,5,8,2152
2001,01,08,47,6,0,2152
2001,01,08,47,7,0,2152
2001,01,08,48,1,26,16084
2001,01,08,48,2,243,16084
2001,01,08,48,3,0,16084
2001,01,08,48,4,5,16084
2001,01,08,48,5,69,16084
2001,01,08,48,6,0,16084
2001,01,08,48,7,0,16084
2001,01,08,49,1,6,8081
2001,01,08,49,2,18,8081
2001,01,08,49,3,0,8081
2001,01,08,49,4,0,8081
2001,01,08,49,5,44,8081
2001,01,08,49,6,0,8081
2001,01,08,49,7,0,8081
2001,01,08,50,1,68,14890
2001,01,08,50,2,365,14890
2001,01,08,50,3,0,14890
2001,01,08,50,4,0,14890
2001,01,08,50,5,72,14890
2001,01,08,50,6,0,14890
2001,01,08,50,7,0,14890
2001,01,08,51,1,54,12121
2001,01,08,51,2,308,12121
2001,01,08,51,3,0,12121
2001,01,08,51,4,10,12121
2001,01,08,51,5,98,12121
2001,01,08,51,6,0,12121
2001,01,08,51,7,0,12121
2001,01,08,52,1,62,26412
2001,01,08,52,2,398,26412
2001,01,08,52,3,0,26412
2001,01,08,52,4,31,26412
2001,01,08,52,5,134,26412
2001,01,08,52,6,0,26412
2001,01,08,52,7,0,26412
2001,01,08,53,1,50,7585
2001,01,08,53,2,122,7585
2001,01,08,53,3,0,7585
2001,01,08,53,4,11,7585
2001,01,08,53,5,55,7585
2001,01,08,53,6,0,7585
2001,01,08,53,7,0,7585
2001,01,08,54,1,13,2165
2001,01,08,54,2,28,2165
2001,01,08,54,3,0,2165
2001,01,08,54,4,5,2165
2001,01,08,54,5,15,2165
2001,01,08,54,6,0,2165
2001,01,08,54,7,0,2165
2001,01,08,55,1,76,9528
2001,01,08,55,2,90,9528
2001,01,08,55,3,0,9528
2001,01,08,55,4,0,9528
2001,01,08,55,5,85,9528
2001,01,08,55,6,0,9528
2001,01,08,55,7,0,9528
2001,01,08,56,1,12,819
2001,01,08,56,2,0,819
2001,01,08,56,3,0,819
2001,01,08,56,4,0,819
2001,01,08,56,5,10,819
2001,01,08,56,6,0,819
2001,01,08,56,7,0,819
2001,01,09,57,1,305,8049
2001,01,09,57,2,208,8049
2001,01,09,57,3,0,8049
2001,01,09,57,4,5,8049
2001,01,09,57,5,24,8049
2001,01,09,57,6,0,8049
2001,01,09,57,7,0,8049
2001,01,09,58,1,13,2349
2001,01,09,58,2,0,2349
2001,01,09,58,3,0,2349
2001,01,09,58,4,0,2349
2001,01,09,58,5,7,2349
2001,01,09,58,6,0,2349
2001,01,09,58,7,0,2349
2001,01,09,59,1,40,9812
2001,01,09,59,2,77,9812
2001,01,09,59,3,0,9812
2001,01,09,59,4,5,9812
2001,01,09,59,5,73,9812
2001,01,09,59,6,0,9812
2001,01,09,59,7,0,9812
2001,01,09,60,1,123,51727
2001,01,09,60,2,802,51727
2001,01,09,60,3,0,51727
2001,01,09,60,4,42,51727
2001,01,09,60,5,278,51727
2001,01,09,60,6,0,51727
2001,01,09,60,7,0,51727
2001,01,09,61,1,58,27601
2001,01,09,61,2,970,27601
2001,01,09,61,3,0,27601
2001,01,09,61,4,11,27601
2001,01,09,61,5,133,27601
2001,01,09,61,6,0,27601
2001,01,09,61,7,0,27601
2001,01,09,62,1,13,13219
2001,01,09,62,2,243,13219
2001,01,09,62,3,0,13219
2001,01,09,62,4,11,13219
2001,01,09,62,5,76,13219
2001,01,09,62,6,0,13219
2001,01,09,62,7,0,13219
2001,01,09,63,1,50,21263
2001,01,09,63,2,618,21263
2001,01,09,63,3,0,21263
2001,01,09,63,4,58,21263
2001,01,09,63,5,237,21263
2001,01,09,63,6,0,21263
2001,01,09,63,7,0,21263
2001,01,10,64,1,166,36052
2001,01,10,64,2,1325,36052
2001,01,10,64,3,0,36052
2001,01,10,64,4,46,36052
2001,01,10,64,5,254,36052
2001,01,10,64,6,0,36052
2001,01,10,64,7,0,36052
2001,01,10,65,1,117,24551
2001,01,10,65,2,719,24551
2001,01,10,65,3,0,24551
2001,01,10,65,4,35,24551
2001,01,10,65,5,218,24551
2001,01,10,65,6,0,24551
2001,01,10,65,7,0,24551
2001,01,10,66,1,143,12224
2001,01,10,66,2,493,12224
2001,01,10,66,3,0,12224
2001,01,10,66,4,88,12224
2001,01,10,66,5,104,12224
2001,01,10,66,6,0,12224
2001,01,10,66,7,6,12224
2001,01,10,67,1,33,7145
2001,01,10,67,2,227,7145
2001,01,10,67,3,16,7145
2001,01,10,67,4,38,7145
2001,01,10,67,5,247,7145
2001,01,10,67,6,0,7145
2001,01,10,67,7,5,7145
2001,01,10,68,1,185,24345
2001,01,10,68,2,513,24345
2001,01,10,68,3,0,24345
2001,01,10,68,4,144,24345
2001,01,10,68,5,196,24345
2001,01,10,68,6,0,24345
2001,01,10,68,7,0,24345
2001,01,10,69,1,5,4872
2001,01,10,69,2,26,4872
2001,01,10,69,3,0,4872
2001,01,10,69,4,6,4872
2001,01,10,69,5,33,4872
2001,01,10,69,6,0,4872
2001,01,10,69,7,0,4872
2001,01,10,70,1,128,20826
2001,01,10,70,2,316,20826
2001,01,10,70,3,0,20826
2001,01,10,70,4,22,20826
2001,01,10,70,5,89,20826
2001,01,10,70,6,0,20826
2001,01,10,70,7,0,20826
2001,01,10,71,1,151,16923
2001,01,10,71,2,257,16923
2001,01,10,71,3,0,16923
2001,01,10,71,4,0,16923
2001,01,10,71,5,74,16923
2001,01,10,71,6,0,16923
2001,01,10,71,7,0,16923
2001,01,10,72,1,15,26645
2001,01,10,72,2,376,26645
2001,01,10,72,3,0,26645
2001,01,10,72,4,12,26645
2001,01,10,72,5,110,26645
2001,01,10,72,6,0,26645
2001,01,10,72,7,0,26645
2001,01,10,73,1,55,30359
2001,01,10,73,2,345,30359
2001,01,10,73,3,0,30359
2001,01,10,73,4,31,30359
2001,01,10,73,5,163,30359
2001,01,10,73,6,0,30359
2001,01,10,73,7,0,30359
2002,01,01,01,1,2191,41455
2002,01,01,01,2,4094,41455
2002,01,01,01,3,25,41455
2002,01,01,01,4,6426,41455
2002,01,01,01,5,1085,41455
2002,01,01,01,6,0,41455
2002,01,01,01,7,0,41455
2002,01,01,02,1,1635,19611
2002,01,01,02,2,2299,19611
2002,01,01,02,3,34,19611
2002,01,01,02,4,2024,19611
2002,01,01,02,5,1493,19611
2002,01,01,02,6,0,19611
2002,01,01,02,7,0,19611
2002,01,01,03,1,503,15258
2002,01,01,03,2,982,15258
2002,01,01,03,3,0,15258
2002,01,01,03,4,245,15258
2002,01,01,03,5,398,15258
2002,01,01,03,6,0,15258
2002,01,01,03,7,0,15258
2002,01,01,04,1,1231,20953
2002,01,01,04,2,1979,20953
2002,01,01,04,3,26,20953
2002,01,01,04,4,759,20953
2002,01,01,04,5,874,20953
2002,01,01,04,6,0,20953
2002,01,01,04,7,0,20953
2002,01,02,05,1,123,29235
2002,01,02,05,2,1656,29235
2002,01,02,05,3,12,29235
2002,01,02,05,4,243,29235
2002,01,02,05,5,486,29235
2002,01,02,05,6,0,29235
2002,01,02,05,7,0,29235
2002,01,02,06,1,283,50754
2002,01,02,06,2,3591,50754
2002,01,02,06,3,0,50754
2002,01,02,06,4,178,50754
2002,01,02,06,5,588,50754
2002,01,02,06,6,0,50754
2002,01,02,06,7,15,50754
2002,01,02,07,1,171,40547
2002,01,02,07,2,1852,40547
2002,01,02,07,3,35,40547
2002,01,02,07,4,229,40547
2002,01,02,07,5,1092,40547
2002,01,02,07,6,0,40547
2002,01,02,07,7,0,40547
2002,01,02,08,1,144,40031
2002,01,02,08,2,2358,40031
2002,01,02,08,3,13,40031
2002,01,02,08,4,590,40031
2002,01,02,08,5,879,40031
2002,01,02,08,6,0,40031
2002,01,02,08,7,0,40031
2002,01,02,09,1,190,56333
2002,01,02,09,2,3352,56333
2002,01,02,09,3,0,56333
2002,01,02,09,4,527,56333
2002,01,02,09,5,826,56333
2002,01,02,09,6,0,56333
2002,01,02,09,7,0,56333
2002,01,02,10,1,157,36636
2002,01,02,10,2,2188,36636
2002,01,02,10,3,0,36636
2002,01,02,10,4,349,36636
2002,01,02,10,5,573,36636
2002,01,02,10,6,0,36636
2002,01,02,10,7,0,36636
2002,01,03,11,1,981,35988
2002,01,03,11,2,2883,35988
2002,01,03,11,3,0,35988
2002,01,03,11,4,751,35988
2002,01,03,11,5,568,35988
2002,01,03,11,6,0,35988
2002,01,03,11,7,0,35988
2002,01,03,12,1,15,1656
2002,01,03,12,2,16,1656
2002,01,03,12,3,0,1656
2002,01,03,12,4,5,1656
2002,01,03,12,5,22,1656
2002,01,03,12,6,0,1656
2002,01,03,12,7,0,1656
2002,01,03,13,1,136,27755
2002,01,03,13,2,927,27755
2002,01,03,13,3,0,27755
2002,01,03,13,4,52,27755
2002,01,03,13,5,252,27755
2002,01,03,13,6,0,27755
2002,01,03,13,7,0,27755
2002,01,03,14,1,79,9571
2002,01,03,14,2,488,9571
2002,01,03,14,3,0,9571
2002,01,03,14,4,69,9571
2002,01,03,14,5,102,9571
2002,01,03,14,6,0,9571
2002,01,03,14,7,0,9571
2002,01,03,15,1,73,14529
2002,01,03,15,2,879,14529
2002,01,03,15,3,0,14529
2002,01,03,15,4,206,14529
2002,01,03,15,5,216,14529
2002,01,03,15,6,0,14529
2002,01,03,15,7,0,14529
2002,01,03,16,1,183,18167
2002,01,03,16,2,766,18167
2002,01,03,16,3,0,18167
2002,01,03,16,4,45,18167
2002,01,03,16,5,122,18167
2002,01,03,16,6,0,18167
2002,01,03,16,7,0,18167
2002,01,03,17,1,175,23706
2002,01,03,17,2,1349,23706
2002,01,03,17,3,0,23706
2002,01,03,17,4,81,23706
2002,01,03,17,5,221,23706
2002,01,03,17,6,0,23706
2002,01,03,17,7,0,23706
2002,01,03,18,1,294,38363
2002,01,03,18,2,2021,38363
2002,01,03,18,3,0,38363
2002,01,03,18,4,212,38363
2002,01,03,18,5,394,38363
2002,01,03,18,6,0,38363
2002,01,03,18,7,0,38363
2002,01,04,19,1,114,45813
2002,01,04,19,2,1363,45813
2002,01,04,19,3,0,45813
2002,01,04,19,4,125,45813
2002,01,04,19,5,705,45813
2002,01,04,19,6,0,45813
2002,01,04,19,7,0,45813
2002,01,04,20,1,84,24319
2002,01,04,20,2,887,24319
2002,01,04,20,3,10,24319
2002,01,04,20,4,100,24319
2002,01,04,20,5,342,24319
2002,01,04,20,6,0,24319
2002,01,04,20,7,0,24319
2002,01,04,21,1,52,11412
2002,01,04,21,2,362,11412
2002,01,04,21,3,39,11412
2002,01,04,21,4,233,11412
2002,01,04,21,5,538,11412
2002,01,04,21,6,0,11412
2002,01,04,21,7,0,11412
2002,01,05,22,1,0,3365
2002,01,05,22,2,92,3365
2002,01,05,22,3,11,3365
2002,01,05,22,4,0,3365
2002,01,05,22,5,139,3365
2002,01,05,22,6,0,3365
2002,01,05,22,7,0,3365
2002,01,05,23,1,37,22020
2002,01,05,23,2,666,22020
2002,01,05,23,3,85,22020
2002,01,05,23,4,173,22020
2002,01,05,23,5,761,22020
2002,01,05,23,6,0,22020
2002,01,05,23,7,0,22020
2002,01,05,24,1,5,14574
2002,01,05,24,2,422,14574
2002,01,05,24,3,24,14574
2002,01,05,24,4,43,14574
2002,01,05,24,5,468,14574
2002,01,05,24,6,0,14574
2002,01,05,24,7,0,14574
2002,01,05,25,1,38,22825
2002,01,05,25,2,740,22825
2002,01,05,25,3,12,22825
2002,01,05,25,4,21,22825
2002,01,05,25,5,534,22825
2002,01,05,25,6,0,22825
2002,01,05,25,7,0,22825
2002,01,05,26,1,88,44797
2002,01,05,26,2,1550,44797
2002,01,05,26,3,75,44797
2002,01,05,26,4,241,44797
2002,01,05,26,5,1176,44797
2002,01,05,26,6,0,44797
2002,01,05,26,7,0,44797
2002,01,05,27,1,71,27492
2002,01,05,27,2,1129,27492
2002,01,05,27,3,18,27492
2002,01,05,27,4,16,27492
2002,01,05,27,5,732,27492
2002,01,05,27,6,0,27492
2002,01,05,27,7,0,27492
2002,01,06,28,1,61,14811
2002,01,06,28,2,793,14811
2002,01,06,28,3,10,14811
2002,01,06,28,4,12,14811
2002,01,06,28,5,330,14811
2002,01,06,28,6,0,14811
2002,01,06,28,7,0,14811
2002,01,06,29,1,41,6752
2002,01,06,29,2,225,6752
2002,01,06,29,3,0,6752
2002,01,06,29,4,6,6752
2002,01,06,29,5,138,6752
2002,01,06,29,6,0,6752
2002,01,06,29,7,0,6752
2002,01,06,30,1,5,12881
2002,01,06,30,2,549,12881
2002,01,06,30,3,0,12881
2002,01,06,30,4,12,12881
2002,01,06,30,5,188,12881
2002,01,06,30,6,0,12881
2002,01,06,30,7,0,12881
2002,01,06,31,1,149,47353
2002,01,06,31,2,2551,47353
2002,01,06,31,3,11,47353
2002,01,06,31,4,142,47353
2002,01,06,31,5,1056,47353
2002,01,06,31,6,0,47353
2002,01,06,31,7,0,47353
2002,01,06,32,1,81,33929
2002,01,06,32,2,1495,33929
2002,01,06,32,3,0,33929
2002,01,06,32,4,69,33929
2002,01,06,32,5,455,33929
2002,01,06,32,6,0,33929
2002,01,06,32,7,0,33929
2002,01,07,33,1,35,25024
2002,01,07,33,2,1411,25024
2002,01,07,33,3,0,25024
2002,01,07,33,4,40,25024
2002,01,07,33,5,232,25024
2002,01,07,33,6,0,25024
2002,01,07,33,7,0,25024
2002,01,07,34,1,5,8888
2002,01,07,34,2,304,8888
2002,01,07,34,3,0,8888
2002,01,07,34,4,0,8888
2002,01,07,34,5,101,8888
2002,01,07,34,6,0,8888
2002,01,07,34,7,0,8888
2002,01,07,35,1,164,34509
2002,01,07,35,2,1518,34509
2002,01,07,35,3,0,34509
2002,01,07,35,4,21,34509
2002,01,07,35,5,429,34509
2002,01,07,35,6,0,34509
2002,01,07,35,7,0,34509
2002,01,07,36,1,0,9659
2002,01,07,36,2,167,9659
2002,01,07,36,3,0,9659
2002,01,07,36,4,0,9659
2002,01,07,36,5,75,9659
2002,01,07,36,6,0,9659
2002,01,07,36,7,0,9659
2002,01,07,37,1,111,32654
2002,01,07,37,2,1155,32654
2002,01,07,37,3,0,32654
2002,01,07,37,4,31,32654
2002,01,07,37,5,194,32654
2002,01,07,37,6,0,32654
2002,01,07,37,7,0,32654
2002,01,07,38,1,33,11642
2002,01,07,38,2,535,11642
2002,01,07,38,3,0,11642
2002,01,07,38,4,51,11642
2002,01,07,38,5,106,11642
2002,01,07,38,6,0,11642
2002,01,07,38,7,0,11642
2002,01,07,39,1,11,7078
2002,01,07,39,2,307,7078
2002,01,07,39,3,0,7078
2002,01,07,39,4,0,7078
2002,01,07,39,5,72,7078
2002,01,07,39,6,0,7078
2002,01,07,39,7,0,7078
2002,01,07,40,1,0,5189
2002,01,07,40,2,240,5189
2002,01,07,40,3,0,5189
2002,01,07,40,4,0,5189
2002,01,07,40,5,41,5189
2002,01,07,40,6,0,5189
2002,01,07,40,7,0,5189
2002,01,07,41,1,0,5505
2002,01,07,41,2,305,5505
2002,01,07,41,3,0,5505
2002,01,07,41,4,16,5505
2002,01,07,41,5,37,5505
2002,01,07,41,6,0,5505
2002,01,07,41,7,0,5505
2002,01,07,42,1,0,433
2002,01,07,42,2,15,433
2002,01,07,42,3,0,433
2002,01,07,42,4,0,433
2002,01,07,42,5,1,433
2002,01,07,42,6,0,433
2002,01,07,42,7,0,433
2002,01,07,43,1,49,26316
2002,01,07,43,2,688,26316
2002,01,07,43,3,0,26316
2002,01,07,43,4,12,26316
2002,01,07,43,5,188,26316
2002,01,07,43,6,0,26316
2002,01,07,43,7,0,26316
2002,01,08,44,1,48,25330
2002,01,08,44,2,1217,25330
2002,01,08,44,3,0,25330
2002,01,08,44,4,30,25330
2002,01,08,44,5,229,25330
2002,01,08,44,6,0,25330
2002,01,08,44,7,0,25330
2002,01,08,45,1,138,23761
2002,01,08,45,2,1027,23761
2002,01,08,45,3,0,23761
2002,01,08,45,4,0,23761
2002,01,08,45,5,153,23761
2002,01,08,45,6,0,23761
2002,01,08,45,7,0,23761
2002,01,08,46,1,69,14518
2002,01,08,46,2,1162,14518
2002,01,08,46,3,0,14518
2002,01,08,46,4,0,14518
2002,01,08,46,5,84,14518
2002,01,08,46,6,0,14518
2002,01,08,46,7,0,14518
2002,01,08,47,1,0,2119
2002,01,08,47,2,21,2119
2002,01,08,47,3,0,2119
2002,01,08,47,4,0,2119
2002,01,08,47,5,13,2119
2002,01,08,47,6,0,2119
2002,01,08,47,7,0,2119
2002,01,08,48,1,31,15857
2002,01,08,48,2,411,15857
2002,01,08,48,3,0,15857
2002,01,08,48,4,8,15857
2002,01,08,48,5,92,15857
2002,01,08,48,6,0,15857
2002,01,08,48,7,0,15857
2002,01,08,49,1,11,8110
2002,01,08,49,2,50,8110
2002,01,08,49,3,0,8110
2002,01,08,49,4,0,8110
2002,01,08,49,5,85,8110
2002,01,08,49,6,0,8110
2002,01,08,49,7,0,8110
2002,01,08,50,1,108,15279
2002,01,08,50,2,671,15279
2002,01,08,50,3,0,15279
2002,01,08,50,4,12,15279
2002,01,08,50,5,105,15279
2002,01,08,50,6,0,15279
2002,01,08,50,7,0,15279
2002,01,08,51,1,61,12222
2002,01,08,51,2,582,12222
2002,01,08,51,3,0,12222
2002,01,08,51,4,12,12222
2002,01,08,51,5,137,12222
2002,01,08,51,6,0,12222
2002,01,08,51,7,0,12222
2002,01,08,52,1,113,26768
