Data_Referencia,Codi_Ciutat,Codi_Districte,Codi_Barri,EDAT_10,Poblacio
2001,01,08,50,8,1655
2001,01,08,51,1,870
2001,01,08,51,2,1042
2001,01,08,51,3,1979
2001,01,08,51,4,1844
2001,01,08,51,5,1411
2001,01,08,51,6,1550
2001,01,08,51,7,1678
2001,01,08,51,8,1750
2001,01,08,52,1,1786
2001,01,08,52,2,2260
2001,01,08,52,3,4643
2001,01,08,52,4,4050
2001,01,08,52,5,3045
2001,01,08,52,6,3811
2001,01,08,52,7,3785
2001,01,08,52,8,2836
2001,01,08,53,1,546
2001,01,08,53,2,627
2001,01,08,53,3,1110
2001,01,08,53,4,1112
2001,01,08,53,5,929
2001,01,08,53,6,669
2001,01,08,53,7,821
2001,01,08,53,8,1748
2001,01,08,54,1,239
2001,01,08,54,2,297
2001,01,08,54,3,385
2001,01,08,54,4,345
2001,01,08,54,5,285
2001,01,08,54,6,209
2001,01,08,54,7,210
2001,01,08,54,8,176
2001,01,08,55,1,830
2001,01,08,55,2,906
2001,01,08,55,3,1902
2001,01,08,55,4,1528
2001,01,08,55,5,1009
2001,01,08,55,6,1395
2001,01,08,55,7,1185
2001,01,08,55,8,740
2001,01,08,56,1,83
2001,01,08,56,2,97
2001,01,08,56,3,163
2001,01,08,56,4,129
2001,01,08,56,5,103
2001,01,08,56,6,66
2001,01,08,56,7,99
2001,01,08,56,8,48
2001,01,09,57,1,714
2001,01,09,57,2,841
2001,01,09,57,3,1517
2001,01,09,57,4,1272
2001,01,09,57,5,984
2001,01,09,57,6,1042
2001,01,09,57,7,869
2001,01,09,57,8,769
2001,01,09,58,1,261
2001,01,09,58,2,272
2001,01,09,58,3,405
2001,01,09,58,4,341
2001,01,09,58,5,302
2001,01,09,58,6,194
2001,01,09,58,7,252
2001,01,09,58,8,310
2001,01,09,59,1,850
2001,01,09,59,2,906
2001,01,09,59,3,1687
2001,01,09,59,4,1475
2001,01,09,59,5,1082
2001,01,09,59,6,1266
2001,01,09,59,7,1274
2001,01,09,59,8,1214
2001,01,09,60,1,3953
2001,01,09,60,2,5199
2001,01,09,60,3,8418
2001,01,09,60,4,7587
2001,01,09,60,5,8001
2001,01,09,60,6,7094
2001,01,09,60,7,5130
2001,01,09,60,8,5639
2001,01,09,61,1,1838
2001,01,09,61,2,2854
2001,01,09,61,3,4498
2001,01,09,61,4,3868
2001,01,09,61,5,4267
2001,01,09,61,6,4032
2001,01,09,61,7,3105
2001,01,09,61,8,2919
2001,01,09,62,1,910
2001,01,09,62,2,965
2001,01,09,62,3,1640
2001,01,09,62,4,1980
2001,01,09,62,5,1608
2001,01,09,62,6,1368
2001,01,09,62,7,1741
2001,01,09,62,8,2996
2001,01,09,63,1,1610
2001,01,09,63,2,1861
2001,01,09,63,3,3264
2001,01,09,63,4,3307
2001,01,09,63,5,2905
2001,01,09,63,6,2956
2001,01,09,63,7,2485
2001,01,09,63,8,2861
2001,01,10,64,1,2504
2001,01,10,64,2,2939
2001,01,10,64,3,5601
2001,01,10,64,4,5463
2001,01,10,64,5,5034
2001,01,10,64,6,5100
2001,01,10,64,7,4011
2001,01,10,64,8,5408
2001,01,10,65,1,2224
2001,01,10,65,2,2488
2001,01,10,65,3,3682
2001,01,10,65,4,4163
2001,01,10,65,5,4106
2001,01,10,65,6,3017
2001,01,10,65,7,2177
2001,01,10,65,8,2551
2001,01,10,66,1,878
2001,01,10,66,2,1191
2001,01,10,66,3,1862
2001,01,10,66,4,1849
2001,01,10,66,5,1986
2001,01,10,66,6,1679
2001,01,10,66,7,1275
2001,01,10,66,8,1510
2001,01,10,67,1,1256
2001,01,10,67,2,638
2001,01,10,67,3,797
2001,01,10,67,4,1531
2001,01,10,67,5,1501
2001,01,10,67,6,809
2001,01,10,67,7,315
2001,01,10,67,8,222
2001,01,10,68,1,1979
2001,01,10,68,2,2033
2001,01,10,68,3,3391
2001,01,10,68,4,4060
2001,01,10,68,5,3262
2001,01,10,68,6,2602
2001,01,10,68,7,2663
2001,01,10,68,8,4081
2001,01,10,69,1,296
2001,01,10,69,2,313
2001,01,10,69,3,786
2001,01,10,69,4,813
2001,01,10,69,5,482
2001,01,10,69,6,676
2001,01,10,69,7,645
2001,01,10,69,8,545
2001,01,10,70,1,1792
2001,01,10,70,2,2253
2001,01,10,70,3,2845
2001,01,10,70,4,3276
2001,01,10,70,5,2890
2001,01,10,70,6,1894
2001,01,10,70,7,2873
2001,01,10,70,8,2938
2001,01,10,71,1,1589
2001,01,10,71,2,1745
2001,01,10,71,3,2405
2001,01,10,71,4,2904
2001,01,10,71,5,2528
2001,01,10,71,6,1796
2001,01,10,71,7,1776
2001,01,10,71,8,1895
2001,01,10,72,1,1798
2001,01,10,72,2,2135
2001,01,10,72,3,4229
2001,01,10,72,4,3939
2001,01,10,72,5,3271
2001,01,10,72,6,3576
2001,01,10,72,7,3685
2001,01,10,72,8,3861
2001,01,10,73,1,2043
2001,01,10,73,2,2865
2001,01,10,73,3,5107
2001,01,10,73,4,4322
2001,01,10,73,5,3776
2001,01,10,73,6,4287
2001,01,10,73,7,4032
2001,01,10,73,8,3607
2002,01,01,01,1,3009
2002,01,01,01,2,2815
2002,01,01,01,3,7510
2002,01,01,01,4,8138
2002,01,01,01,5,5633
2002,01,01,01,6,4071
2002,01,01,01,7,4075
2002,01,01,01,8,6267
2002,01,01,02,1,1086
2002,01,01,02,2,1023
2002,01,01,02,3,4185
2002,01,01,02,4,4419
2002,01,01,02,5,2742
2002,01,01,02,6,1859
2002,01,01,02,7,1671
2002,01,01,02,8,2619
2002,01,01,03,1,1095
2002,01,01,03,2,1046
2002,01,01,03,3,2449
2002,01,01,03,4,2630
2002,01,01,03,5,1852
2002,01,01,03,6,1656
2002,01,01,03,7,1752
2002,01,01,03,8,2779
2002,01,01,04,1,1319
2002,01,01,04,2,1414
2002,01,01,04,3,3545
2002,01,01,04,4,4135
2002,01,01,04,5,2757
2002,01,01,04,6,2165
2002,01,01,04,7,2077
2002,01,01,04,8,3613
2002,01,02,05,1,2213
2002,01,02,05,2,2468
2002,01,02,05,3,4325
2002,01,02,05,4,4589
2002,01,02,05,5,4241
2002,01,02,05,6,3860
2002,01,02,05,7,3078
2002,01,02,05,8,4524
2002,01,02,06,1,3771
2002,01,02,06,2,4012
2002,01,02,06,3,7271
2002,01,02,06,4,8332
2002,01,02,06,5,7263
2002,01,02,06,6,6176
2002,01,02,06,7,5302
2002,01,02,06,8,8691
2002,01,02,07,1,3207
2002,01,02,07,2,3084
2002,01,02,07,3,5249
2002,01,02,07,4,6413
2002,01,02,07,5,5826
2002,01,02,07,6,5125
2002,01,02,07,7,4051
2002,01,02,07,8,7835
2002,01,02,08,1,3017
2002,01,02,08,2,2843
2002,01,02,08,3,5528
2002,01,02,08,4,6483
2002,01,02,08,5,5512
2002,01,02,08,6,4793
2002,01,02,08,7,4425
2002,01,02,08,8,7726
2002,01,02,09,1,4092
2002,01,02,09,2,4727
2002,01,02,09,3,8466
2002,01,02,09,4,8419
2002,01,02,09,5,8293
2002,01,02,09,6,7623
2002,01,02,09,7,6121
2002,01,02,09,8,8747
2002,01,02,10,1,2395
2002,01,02,10,2,2571
2002,01,02,10,3,5155
2002,01,02,10,4,5686
2002,01,02,10,5,5011
2002,01,02,10,6,4610
2002,01,02,10,7,4342
2002,01,02,10,8,6972
2002,01,03,11,1,2532
2002,01,03,11,2,2824
2002,01,03,11,3,5603
2002,01,03,11,4,6188
2002,01,03,11,5,4847
2002,01,03,11,6,4133
2002,01,03,11,7,4024
2002,01,03,11,8,5984
2002,01,03,12,1,194
2002,01,03,12,2,263
2002,01,03,12,3,245
2002,01,03,12,4,251
2002,01,03,12,5,192
2002,01,03,12,6,150
2002,01,03,12,7,134
2002,01,03,12,8,228
2002,01,03,13,1,2612
2002,01,03,13,2,2785
2002,01,03,13,3,4168
2002,01,03,13,4,4941
2002,01,03,13,5,4162
2002,01,03,13,6,3107
2002,01,03,13,7,3050
2002,01,03,13,8,2807
2002,01,03,14,1,738
2002,01,03,14,2,842
2002,01,03,14,3,1468
2002,01,03,14,4,1583
2002,01,03,14,5,1409
2002,01,03,14,6,1302
2002,01,03,14,7,1000
2002,01,03,14,8,1222
2002,01,03,15,1,889
2002,01,03,15,2,1287
2002,01,03,15,3,2174
2002,01,03,15,4,2166
2002,01,03,15,5,2289
2002,01,03,15,6,1917
2002,01,03,15,7,1481
2002,01,03,15,8,2291
2002,01,03,16,1,1437
2002,01,03,16,2,1760
2002,01,03,16,3,2768
2002,01,03,16,4,2952
2002,01,03,16,5,2892
2002,01,03,16,6,2325
2002,01,03,16,7,1880
2002,01,03,16,8,2080
2002,01,03,17,1,1682
2002,01,03,17,2,2205
2002,01,03,17,3,3763
2002,01,03,17,4,3592
2002,01,03,17,5,3640
2002,01,03,17,6,3188
2002,01,03,17,7,2517
2002,01,03,17,8,3150
2002,01,03,18,1,2725
2002,01,03,18,2,3079
2002,01,03,18,3,5509
2002,01,03,18,4,6111
2002,01,03,18,5,5441
2002,01,03,18,6,4753
2002,01,03,18,7,4354
2002,01,03,18,8,6457
2002,01,04,19,1,3510
2002,01,04,19,2,4325
2002,01,04,19,3,7122
2002,01,04,19,4,6362
2002,01,04,19,5,6793
2002,01,04,19,6,6915
2002,01,04,19,7,5018
2002,01,04,19,8,5757
2002,01,04,20,1,1818
2002,01,04,20,2,2368
2002,01,04,20,3,4037
2002,01,04,20,4,3256
2002,01,04,20,5,3502
2002,01,04,20,6,3858
2002,01,04,20,7,2666
2002,01,04,20,8,2852
2002,01,04,21,1,968
2002,01,04,21,2,1232
2002,01,04,21,3,1839
2002,01,04,21,4,1383
2002,01,04,21,5,1458
2002,01,04,21,6,1722
2002,01,04,21,7,1317
2002,01,04,21,8,1526
2002,01,05,22,1,440
2002,01,05,22,2,351
2002,01,05,22,3,389
2002,01,05,22,4,584
2002,01,05,22,5,583
2002,01,05,22,6,417
2002,01,05,22,7,276
2002,01,05,22,8,260
2002,01,05,23,1,2414
2002,01,05,23,2,2002
2002,01,05,23,3,2986
2002,01,05,23,4,3350
2002,01,05,23,5,3028
2002,01,05,23,6,2708
2002,01,05,23,7,2269
2002,01,05,23,8,3287
2002,01,05,24,1,1651
2002,01,05,24,2,1481
2002,01,05,24,3,2211
2002,01,05,24,4,2133
2002,01,05,24,5,1930
2002,01,05,24,6,1983
2002,01,05,24,7,1618
2002,01,05,24,8,1591
2002,01,05,25,1,2259
2002,01,05,25,2,2126
2002,01,05,25,3,3186
2002,01,05,25,4,3316
2002,01,05,25,5,3027
2002,01,05,25,6,2963
2002,01,05,25,7,2487
2002,01,05,25,8,3537
2002,01,05,26,1,4374
2002,01,05,26,2,3927
2002,01,05,26,3,5956
2002,01,05,26,4,6790
2002,01,05,26,5,5947
2002,01,05,26,6,5657
2002,01,05,26,7,5068
2002,01,05,26,8,7539
2002,01,05,27,1,2637
2002,01,05,27,2,2434
2002,01,05,27,3,3883
2002,01,05,27,4,4531
2002,01,05,27,5,3870
2002,01,05,27,6,3720
2002,01,05,27,7,2777
2002,01,05,27,8,3679
2002,01,06,28,1,1101
2002,01,06,28,2,1189
2002,01,06,28,3,2278
2002,01,06,28,4,2378
2002,01,06,28,5,2000
2002,01,06,28,6,2024
2002,01,06,28,7,1727
2002,01,06,28,8,2060
2002,01,06,29,1,530
2002,01,06,29,2,595
2002,01,06,29,3,1132
2002,01,06,29,4,1062
2002,01,06,29,5,933
2002,01,06,29,6,943
2002,01,06,29,7,787
2002,01,06,29,8,756
2002,01,06,30,1,890
2002,01,06,30,2,1198
2002,01,06,30,3,2081
2002,01,06,30,4,1790
2002,01,06,30,5,1828
2002,01,06,30,6,1925
2002,01,06,30,7,1457
2002,01,06,30,8,1691
2002,01,06,31,1,3220
2002,01,06,31,2,3119
2002,01,06,31,3,6930
2002,01,06,31,4,8317
2002,01,06,31,5,6356
2002,01,06,31,6,5472
2002,01,06,31,7,5010
2002,01,06,31,8,9174
2002,01,06,32,1,2549
2002,01,06,32,2,2756
2002,01,06,32,3,5023
2002,01,06,32,4,5166
2002,01,06,32,5,4898
2002,01,06,32,6,4693
2002,01,06,32,7,3710
2002,01,06,32,8,5154
2002,01,07,33,1,1826
2002,01,07,33,2,1973
2002,01,07,33,3,3658
2002,01,07,33,4,3935
2002,01,07,33,5,3581
2002,01,07,33,6,3194
2002,01,07,33,7,2903
2002,01,07,33,8,3939
2002,01,07,34,1,637
2002,01,07,34,2,807
2002,01,07,34,3,1376
2002,01,07,34,4,1386
2002,01,07,34,5,1207
2002,01,07,34,6,1174
2002,01,07,34,7,1042
2002,01,07,34,8,1241
2002,01,07,35,1,2429
2002,01,07,35,2,2717
2002,01,07,35,3,5216
2002,01,07,35,4,5630
2002,01,07,35,5,4591
2002,01,07,35,6,4538
2002,01,07,35,7,4118
2002,01,07,35,8,5255
2002,01,07,36,1,786
2002,01,07,36,2,900
2002,01,07,36,3,1633
2002,01,07,36,4,1362
2002,01,07,36,5,1377
2002,01,07,36,6,1535
2002,01,07,36,7,1030
2002,01,07,36,8,984
2002,01,07,37,1,2559
2002,01,07,37,2,2792
2002,01,07,37,3,6066
2002,01,07,37,4,5233
2002,01,07,37,5,3913
2002,01,07,37,6,4626
2002,01,07,37,7,4033
2002,01,07,37,8,3398
2002,01,07,38,1,904
2002,01,07,38,2,1017
2002,01,07,38,3,2054
2002,01,07,38,4,1916
2002,01,07,38,5,1547
2002,01,07,38,6,1545
2002,01,07,38,7,1423
2002,01,07,38,8,1248
2002,01,07,39,1,507
2002,01,07,39,2,527
2002,01,07,39,3,1095
2002,01,07,39,4,1159
2002,01,07,39,5,759
2002,01,07,39,6,845
2002,01,07,39,7,1182
2002,01,07,39,8,982
2002,01,07,40,1,348
2002,01,07,40,2,191
2002,01,07,40,3,540
2002,01,07,40,4,974
2002,01,07,40,5,448
2002,01,07,40,6,394
2002,01,07,40,7,929
2002,01,07,40,8,1264
2002,01,07,41,1,505
2002,01,07,41,2,513
2002,01,07,41,3,839
2002,01,07,41,4,963
2002,01,07,41,5,827
2002,01,07,41,6,847
2002,01,07,41,7,581
2002,01,07,41,8,396
2002,01,07,42,1,38
2002,01,07,42,2,6
2002,01,07,42,3,43
2002,01,07,42,4,61
2002,01,07,42,5,44
2002,01,07,42,6,21
2002,01,07,42,7,64
2002,01,07,42,8,56
2002,01,07,43,1,1887
2002,01,07,43,2,2181
2002,01,07,43,3,4160
2002,01,07,43,4,4002
2002,01,07,43,5,3329
2002,01,07,43,6,3598
2002,01,07,43,7,3388
2002,01,07,43,8,3570
2002,01,08,44,1,1795
2002,01,08,44,2,2187
2002,01,08,44,3,3802
2002,01,08,44,4,3924
2002,01,08,44,5,3453
2002,01,08,44,6,3356
2002,01,08,44,7,3087
2002,01,08,44,8,3642
2002,01,08,45,1,1610
2002,01,08,45,2,1782
2002,01,08,45,3,3886
2002,01,08,45,4,3777
2002,01,08,45,5,2713
2002,01,08,45,6,3183
2002,01,08,45,7,3481
2002,01,08,45,8,3169
2002,01,08,46,1,913
2002,01,08,46,2,1003
2002,01,08,46,3,1795
2002,01,08,46,4,2331
2002,01,08,46,5,1636
2002,01,08,46,6,1081
2002,01,08,46,7,2129
2002,01,08,46,8,3476
2002,01,08,47,1,176
2002,01,08,47,2,228
2002,01,08,47,3,290
2002,01,08,47,4,340
2002,01,08,47,5,246
2002,01,08,47,6,205
2002,01,08,47,7,261
2002,01,08,47,8,357
2002,01,08,48,1,969
2002,01,08,48,2,1190
2002,01,08,48,3,2541
2002,01,08,48,4,2360
2002,01,08,48,5,1849
2002,01,08,48,6,2247
2002,01,08,48,7,2301
2002,01,08,48,8,2272
2002,01,08,49,1,565
2002,01,08,49,2,861
2002,01,08,49,3,1540
2002,01,08,49,4,1099
2002,01,08,49,5,1299
2002,01,08,49,6,1200
2002,01,08,49,7,857
2002,01,08,49,8,656
2002,01,08,50,1,1267
2002,01,08,50,2,1512
2002,01,08,50,3,2882
2002,01,08,50,4,2415
2002,01,08,50,5,1871
2002,01,08,50,6,2038
2002,01,08,50,7,1602
2002,01,08,50,8,1680
2002,01,08,51,1,895
2002,01,08,51,2,1005
2002,01,08,51,3,2070
2002,01,08,51,4,1889
2002,01,08,51,5,1458
2002,01,08,51,6,1510
2002,01,08,51,7,1633
2002,01,08,51,8,1809
2002,01,08,52,1,1878
2002,01,08,52,2,2146
2002,01,08,52,3,4718
2002,01,08,52,4,4290
2002,01,08,52,5,3161
2002,01,08,52,6,3722
2002,01,08,52,7,3770
2002,01,08,52,8,2980
2002,01,08,53,1,563
2002,01,08,53,2,639
2002,01,08,53,3,1138
2002,01,08,53,4,1159
2002,01,08,53,5,987
2002,01,08,53,6,696
2002,01,08,53,7,715
2002,01,08,53,8,1766
2002,01,08,54,1,229
2002,01,08,54,2,301
2002,01,08,54,3,365
2002,01,08,54,4,355
2002,01,08,54,5,289
2002,01,08,54,6,211
2002,01,08,54,7,207
2002,01,08,54,8,172
2002,01,08,55,1,807
2002,01,08,55,2,911
2002,01,08,55,3,1801
2002,01,08,55,4,1615
2002,01,08,55,5,1034
2002,01,08,55,6,1349
2002,01,08,55,7,1178
2002,01,08,55,8,792
2002,01,08,56,1,86
2002,01,08,56,2,93
2002,01,08,56,3,167
2002,01,08,56,4,129
2002,01,08,56,5,102
2002,01,08,56,6,64
2002,01,08,56,7,105
2002,01,08,56,8,50
2002,01,09,57,1,774
2002,01,09,57,2,864
2002,01,09,57,3,1595
2002,01,09,57,4,1363
2002,01,09,57,5,1038
2002,01,09,57,6,1095
2002,01,09,57,7,842
2002,01,09,57,8,798
2002,01,09,58,1,271
2002,01,09,58,2,263
2002,01,09,58,3,408
2002,01,09,58,4,353
2002,01,09,58,5,314
2002,01,09,58,6,200
2002,01,09,58,7,223
2002,01,09,58,8,326
2002,01,09,59,1,891
2002,01,09,59,2,858
2002,01,09,59,3,1730
2002,01,09,59,4,1534
2002,01,09,59,5,1116
2002,01,09,59,6,1267
2002,01,09,59,7,1201
2002,01,09,59,8,1300
2002,01,09,60,1,4095
2002,01,09,60,2,5088
2002,01,09,60,3,8769
2002,01,09,60,4,8120
2002,01,09,60,5,8112
2002,01,09,60,6,7491
2002,01,09,60,7,5099
2002,01,09,60,8,5904
2002,01,09,61,1,1834
2002,01,09,61,2,2702
2002,01,09,61,3,4721
2002,01,09,61,4,3990
2002,01,09,61,5,4328
2002,01,09,61,6,4186
2002,01,09,61,7,3094
2002,01,09,61,8,3078
2002,01,09,62,1,931
2002,01,09,62,2,965
2002,01,09,62,3,1664
2002,01,09,62,4,2045
2002,01,09,62,5,1682
2002,01,09,62,6,1398
2002,01,09,62,7,1620
2002,01,09,62,8,3000
2002,01,09,63,1,1649
2002,01,09,63,2,1863
2002,01,09,63,3,3329
2002,01,09,63,4,3520
2002,01,09,63,5,3041
2002,01,09,63,6,3082
2002,01,09,63,7,2443
2002,01,09,63,8,2970
2002,01,10,64,1,2666
2002,01,10,64,2,2853
2002,01,10,64,3,6041
2002,01,10,64,4,5993
2002,01,10,64,5,5221
2002,01,10,64,6,5335
2002,01,10,64,7,3981
2002,01,10,64,8,5520
2002,01,10,65,1,2346
2002,01,10,65,2,2524
2002,01,10,65,3,4005
2002,01,10,65,4,4453
2002,01,10,65,5,4301
2002,01,10,65,6,3230
2002,01,10,65,7,2200
2002,01,10,65,8,2638
2002,01,10,66,1,909
2002,01,10,66,2,1178
2002,01,10,66,3,1962
2002,01,10,66,4,1899
2002,01,10,66,5,2065
2002,01,10,66,6,1740
2002,01,10,66,7,1238
2002,01,10,66,8,1581
2002,01,10,67,1,1325
2002,01,10,67,2,688
2002,01,10,67,3,826
2002,01,10,67,4,1542
2002,01,10,67,5,1591
2002,01,10,67,6,902
2002,01,10,67,7,344
2002,01,10,67,8,220
2002,01,10,68,1,2177
2002,01,10,68,2,2017
2002,01,10,68,3,3743
2002,01,10,68,4,4604
2002,01,10,68,5,3506
2002,01,10,68,6,2726
2002,01,10,68,7,2542
2002,01,10,68,8,4085
2002,01,10,69,1,482
2002,01,10,69,2,371
2002,01,10,69,3,944
2002,01,10,69,4,1292
2002,01,10,69,5,701
2002,01,10,69,6,768
2002,01,10,69,7,675
2002,01,10,69,8,572
2002,01,10,70,1,1774
2002,01,10,70,2,2188
2002,01,10,70,3,3004
2002,01,10,70,4,3332
2002,01,10,70,5,2991
2002,01,10,70,6,1972
2002,01,10,70,7,2643
2002,01,10,70,8,3095
2002,01,10,71,1,1543
2002,01,10,71,2,1758
2002,01,10,71,3,2527
2002,01,10,71,4,2918
2002,01,10,71,5,2668
2002,01,10,71,6,1866
2002,01,10,71,7,1699
2002,01,10,71,8,1970
2002,01,10,72,1,1826
2002,01,10,72,2,2076
2002,01,10,72,3,4007
2002,01,10,72,4,4146
2002,01,10,72,5,3370
2002,01,10,72,6,3519
2002,01,10,72,7,3582
2002,01,10,72,8,3997
2002,01,10,73,1,2093
2002,01,10,73,2,2699
2002,01,10,73,3,5029
2002,01,10,73,4,4297
2002,01,10,73,5,3855
2002,01,10,73,6,4273
2002,01,10,73,7,3949
2002,01,10,73,8,3863
2003,01,01,01,1,3192
2003,01,01,01,2,2967
2003,01,01,01,3,8876
2003,01,01,01,4,9788
2003,01,01,01,5,6311
2003,01,01,01,6,4189
2003,01,01,01,7,3781
2003,01,01,01,8,6135
2003,01,01,02,1,1152
2003,01,01,02,2,1125
2003,01,01,02,3,5231
2003,01,01,02,4,5474
2003,01,01,02,5,3280
2003,01,01,02,6,2038
2003,01,01,02,7,1590
2003,01,01,02,8,2554
2003,01,01,03,1,1104
2003,01,01,03,2,1084
2003,01,01,03,3,2623
2003,01,01,03,4,2836
2003,01,01,03,5,1968
2003,01,01,03,6,1657
2003,01,01,03,7,1662
2003,01,01,03,8,2812
2003,01,01,04,1,1392
2003,01,01,04,2,1394
2003,01,01,04,3,4021
2003,01,01,04,4,4700
2003,01,01,04,5,2860
2003,01,01,04,6,2169
2003,01,01,04,7,1969
2003,01,01,04,8,3533
2003,01,02,05,1,2327
2003,01,02,05,2,2389
2003,01,02,05,3,4502
2003,01,02,05,4,4845
2003,01,02,05,5,4372
2003,01,02,05,6,3920
2003,01,02,05,7,3032
2003,01,02,05,8,4575
2003,01,02,06,1,3829
2003,01,02,06,2,3932
2003,01,02,06,3,7503
2003,01,02,06,4,8519
2003,01,02,06,5,7447
2003,01,02,06,6,6211
2003,01,02,06,7,5167
2003,01,02,06,8,8779
2003,01,02,07,1,3259
2003,01,02,07,2,3213
2003,01,02,07,3,5616
2003,01,02,07,4,6680
2003,01,02,07,5,5980
2003,01,02,07,6,5277
2003,01,02,07,7,3923
2003,01,02,07,8,7800
2003,01,02,08,1,3001
2003,01,02,08,2,2779
2003,01,02,08,3,5719
2003,01,02,08,4,6799
2003,01,02,08,5,5611
2003,01,02,08,6,4858
2003,01,02,08,7,4276
2003,01,02,08,8,7679
2003,01,02,09,1,4111
2003,01,02,09,2,4624
2003,01,02,09,3,8747
2003,01,02,09,4,8819
2003,01,02,09,5,8282
2003,01,02,09,6,7792
2003,01,02,09,7,6021
2003,01,02,09,8,8835
2003,01,02,10,1,2488
2003,01,02,10,2,2494
2003,01,02,10,3,5393
2003,01,02,10,4,5973
2003,01,02,10,5,5130
2003,01,02,10,6,4645
2003,01,02,10,7,4211
2003,01,02,10,8,7027
2003,01,03,11,1,2674
2003,01,03,11,2,2858
2003,01,03,11,3,6198
2003,01,03,11,4,6830
2003,01,03,11,5,5251
2003,01,03,11,6,4179
2003,01,03,11,7,3846
2003,01,03,11,8,5944
2003,01,03,12,1,174
2003,01,03,12,2,218
2003,01,03,12,3,221
2003,01,03,12,4,231
2003,01,03,12,5,188
2003,01,03,12,6,149
2003,01,03,12,7,123
2003,01,03,12,8,220
2003,01,03,13,1,2675
2003,01,03,13,2,2766
2003,01,03,13,3,4200
2003,01,03,13,4,5026
2003,01,03,13,5,4258
2003,01,03,13,6,3203
2003,01,03,13,7,2902
2003,01,03,13,8,3041
2003,01,03,14,1,728
2003,01,03,14,2,794
2003,01,03,14,3,1538
2003,01,03,14,4,1677
2003,01,03,14,5,1419
2003,01,03,14,6,1319
2003,01,03,14,7,969
2003,01,03,14,8,1246
2003,01,03,15,1,909
2003,01,03,15,2,1266
2003,01,03,15,3,2394
2003,01,03,15,4,2368
2003,01,03,15,5,2269
2003,01,03,15,6,2019
2003,01,03,15,7,1419
2003,01,03,15,8,2306
2003,01,03,16,1,1359
2003,01,03,16,2,1680
2003,01,03,16,3,2856
2003,01,03,16,4,2968
2003,01,03,16,5,2922
2003,01,03,16,6,2416
2003,01,03,16,7,1845
2003,01,03,16,8,2129
2003,01,03,17,1,1661
2003,01,03,17,2,2146
2003,01,03,17,3,3953
2003,01,03,17,4,3705
2003,01,03,17,5,3627
2003,01,03,17,6,3281
2003,01,03,17,7,2440
2003,01,03,17,8,3165
2003,01,03,18,1,2793
2003,01,03,18,2,3066
2003,01,03,18,3,5688
2003,01,03,18,4,6343
2003,01,03,18,5,5619
2003,01,03,18,6,4809
2003,01,03,18,7,4183
2003,01,03,18,8,6507
2003,01,04,19,1,3434
2003,01,04,19,2,4234
2003,01,04,19,3,7092
2003,01,04,19,4,6480
2003,01,04,19,5,6732
2003,01,04,19,6,7014
2003,01,04,19,7,5016
2003,01,04,19,8,5873
2003,01,04,20,1,1863
2003,01,04,20,2,2304
2003,01,04,20,3,4017
2003,01,04,20,4,3365
2003,01,04,20,5,3482
2003,01,04,20,6,3923
2003,01,04,20,7,2675
2003,01,04,20,8,3006
2003,01,04,21,1,961
2003,01,04,21,2,1214
2003,01,04,21,3,1830
2003,01,04,21,4,1438
2003,01,04,21,5,1448
2003,01,04,21,6,1723
2003,01,04,21,7,1321
2003,01,04,21,8,1627
2003,01,05,22,1,466
2003,01,05,22,2,385
2003,01,05,22,3,393
2003,01,05,22,4,622
2003,01,05,22,5,608
2003,01,05,22,6,437
2003,01,05,22,7,273
2003,01,05,22,8,245
2003,01,05,23,1,2563
2003,01,05,23,2,2097
2003,01,05,23,3,2935
2003,01,05,23,4,3457
2003,01,05,23,5,3110
2003,01,05,23,6,2778
2003,01,05,23,7,2229
2003,01,05,23,8,3329
2003,01,05,24,1,1698
2003,01,05,24,2,1577
2003,01,05,24,3,2126
2003,01,05,24,4,2204
2003,01,05,24,5,2030
2003,01,05,24,6,2013
2003,01,05,24,7,1597
2003,01,05,24,8,1641
2003,01,05,25,1,2279
2003,01,05,25,2,2239
2003,01,05,25,3,3100
2003,01,05,25,4,3372
2003,01,05,25,5,3160
2003,01,05,25,6,2905
2003,01,05,25,7,2469
2003,01,05,25,8,3594
2003,01,05,26,1,4403
2003,01,05,26,2,3984
2003,01,05,26,3,5911
2003,01,05,26,4,6871
2003,01,05,26,5,6127
2003,01,05,26,6,5636
2003,01,05,26,7,4919
2003,01,05,26,8,7572
2003,01,05,27,1,2666
2003,01,05,27,2,2440
2003,01,05,27,3,4011
2003,01,05,27,4,4655
2003,01,05,27,5,3875
2003,01,05,27,6,3729
2003,01,05,27,7,2772
2003,01,05,27,8,3784
2003,01,06,28,1,1119
2003,01,06,28,2,1162
2003,01,06,28,3,2297
2003,01,06,28,4,2505
2003,01,06,28,5,1991
2003,01,06,28,6,2023
2003,01,06,28,7,1701
2003,01,06,28,8,2084
2003,01,06,29,1,567
2003,01,06,29,2,563
2003,01,06,29,3,1181
2003,01,06,29,4,1164
2003,01,06,29,5,957
2003,01,06,29,6,956
2003,01,06,29,7,765
2003,01,06,29,8,766
2003,01,06,30,1,901
2003,01,06,30,2,1166
2003,01,06,30,3,2095
2003,01,06,30,4,1859
2003,01,06,30,5,1766
2003,01,06,30,6,1940
2003,01,06,30,7,1457
2003,01,06,30,8,1749
2003,01,06,31,1,3327
2003,01,06,31,2,3005
