Data_Referencia,Seccio_Censal,Poblacio
1999,10030,1722
1999,10031,1468
1999,10032,1215
1999,10033,914
1999,10034,1865
1999,10035,726
1999,10036,309
1999,10037,978
1999,10038,1465
1999,10039,1436
1999,10040,1561
1999,10041,1457
1999,10042,1202
1999,10043,1338
1999,10044,1462
1999,10045,1050
1999,10046,1344
1999,10047,1813
1999,10048,1233
1999,10049,1363
1999,10050,1376
1999,10051,1104
1999,10052,1331
1999,10053,1581
1999,10054,527
1999,10055,1940
1999,10056,1539
1999,10057,1201
1999,10058,998
1999,10059,1229
1999,10060,1197
1999,10061,1417
1999,10062,1070
1999,10063,1260
1999,10064,1417
1999,10065,1354
1999,10066,1096
1999,10067,38
1999,10068,229
1999,10069,1091
1999,10070,1455
1999,10071,1196
1999,10072,1537
1999,10073,1574
1999,10074,1358
1999,10075,1300
1999,10076,66
1999,10077,206
1999,10078,68
1999,10079,0
1999,10080,0
1999,10081,1549
1999,10082,1621
1999,10083,1706
1999,10084,1490
1999,10085,1806
1999,10086,1938
1999,10087,1627
1999,10088,1592
1999,10089,1351
1999,10090,1359
1999,10091,2104
1999,10092,1809
1999,10093,1204
1999,10094,1100
1999,10095,417
1999,10096,945
1999,10097,696
1999,10098,1890
1999,10099,941
1999,10100,1629
1999,10101,1130
1999,10102,2805
1999,10103,2501
1999,10104,1839
1999,10105,2301
1999,10106,1111
1999,10107,1118
1999,10108,1752
1999,10109,1745
1999,10110,1761
1999,10111,1372
1999,10112,1775
1999,10113,1035
1999,10114,1351
1999,10115,1386
1999,10116,1894
1999,10117,1421
1999,10118,1190
1999,10119,1217
1999,10120,1513
1999,10121,1421
1999,10122,1744
1999,10123,1341
1999,10124,1106
1999,10125,1288
1999,10126,1187
1999,10127,542
1999,10128,1881
1999,10129,1283
1999,10130,1313
1999,10131,1376
1999,10132,1375
1999,10133,1923
1999,10134,1701
1999,10135,1401
1999,10136,1600
1999,10137,1637
1999,10138,1767
1999,10139,1833
1999,10140,1704
1999,10141,1243
1999,10142,1743
1999,10143,1847
1999,10234,2072
1999,10235,1362
1999,10236,1862
1999,10237,761
2000,1001,1118
2000,1002,1148
2000,1003,2281
2000,1004,2134
2000,1005,2032
2000,1006,1432
2000,1007,1750
2000,1008,2087
2000,1009,1537
2000,1010,1635
2000,1011,2076
2000,1012,1370
2000,1013,1113
2000,1014,1379
2000,1015,1605
2000,1016,1538
2000,1017,1749
2000,1018,1080
2000,1019,2220
2000,1020,1945
2000,1021,1699
2000,1022,1126
2000,1023,2784
2000,1025,1134
2000,1026,1475
2000,1027,1370
2000,1028,1715
2000,1029,1183
2000,1030,2338
2000,1031,1477
2000,1032,1982
2000,1033,1099
2000,1034,1120
2000,1035,1274
2000,1036,1126
2000,1037,1405
2000,1038,1350
2000,1039,1330
2000,1040,972
2000,1041,1376
2000,1042,1639
2000,1043,983
2000,1044,1272
2000,1045,1914
2000,1046,1546
2000,1047,1501
2000,1048,1845
2000,1049,1169
2000,1050,1319
2000,1051,1423
2000,1052,1763
2000,1053,2199
2000,1054,1116
2000,1055,1186
2000,2001,919
2000,2002,1442
2000,2003,828
2000,2004,1352
2000,2005,2028
2000,2006,1508
2000,2007,996
2000,2008,1739
2000,2009,1575
2000,2010,1149
2000,2011,1076
2000,2012,1402
2000,2013,945
2000,2014,1097
2000,2015,1388
2000,2016,1755
2000,2017,1752
2000,2018,1837
2000,2019,1797
2000,2020,1257
2000,2021,1459
2000,2022,1132
2000,2023,1077
2000,2024,1134
2000,2025,1073
2000,2026,1789
2000,2027,1925
2000,2028,1840
2000,2029,1117
2000,2030,1171
2000,2031,1068
2000,2032,1070
2000,2033,1081
2000,2034,1039
2000,2035,1347
2000,2036,1112
2000,2037,1110
2000,2038,1424
2000,2039,1602
2000,2040,1474
2000,2041,1619
2000,2042,1828
2000,2043,1269
2000,2044,1132
2000,2045,1132
2000,2046,1857
2000,2047,1748
2000,2048,1149
2000,2049,2065
2000,2050,1514
2000,2051,1893
2000,2052,1562
2000,2053,1630
2000,2054,1769
2000,2055,1798
2000,2056,1355
2000,2057,1128
2000,2058,1398
2000,2059,1508
2000,2060,1575
2000,2061,1198
2000,2062,1403
2000,2063,1109
2000,2064,1286
2000,2065,1676
2000,2066,1881
2000,2067,1389
2000,2068,1566
2000,2069,1298
2000,2070,1210
2000,2071,1532
2000,2072,805
2000,2073,1347
2000,2074,918
2000,2075,942
2000,2076,1275
2000,2077,1261
2000,2078,1114
2000,2079,1121
2000,2080,1387
2000,2081,2016
2000,2082,980
2000,2083,1562
2000,2084,1861
2000,2085,1410
2000,2086,1192
2000,2087,1276
2000,2088,1548
2000,2089,1612
2000,2090,1479
2000,2091,1438
2000,2092,1609
2000,2093,1477
2000,2094,1347
2000,2095,1319
2000,2096,1294
2000,2097,971
2000,2098,1478
2000,2099,1419
2000,2100,1280
2000,2101,1981
2000,2102,1336
2000,2103,1657
2000,2104,1098
2000,2105,1857
2000,2106,1360
2000,2107,1618
2000,2108,1654
2000,2109,1970
2000,2110,1657
2000,2111,1605
2000,2112,1412
2000,2113,1770
2000,2114,1648
2000,2115,1238
2000,2116,880
2000,2117,1199
2000,2118,1452
2000,2119,1370
2000,2120,1201
2000,2121,1220
2000,2122,1073
2000,2123,990
2000,2124,1111
2000,2125,1557
2000,2126,1439
2000,2127,915
2000,2128,1149
2000,2129,1598
2000,2130,1208
2000,2131,1113
2000,2132,1140
2000,2133,986
2000,2134,1447
2000,2135,1967
2000,2136,954
2000,2137,1275
2000,2138,1801
2000,2139,1398
2000,2140,1830
2000,2141,1123
2000,2142,1723
2000,2143,1217
2000,2144,1372
2000,2145,1063
2000,2146,1094
2000,2147,1936
2000,2148,1458
2000,2149,1557
2000,2150,1223
2000,2151,1249
2000,2152,1334
2000,2153,1264
2000,2154,970
2000,2155,1908
2000,2156,1329
2000,2157,1100
2000,2158,1678
2000,2159,1700
2000,2160,1885
2000,2161,985
2000,2162,1255
2000,2163,1669
2000,2164,1314
2000,2165,1511
2000,2166,1839
2000,2167,2027
2000,2168,1893
2000,2169,1394
2000,2170,1538
2000,2171,1564
2000,2172,1460
2000,2173,1397
2000,3001,1595
2000,3002,1638
2000,3003,1319
2000,3004,1417
2000,3005,1131
2000,3006,1165
2000,3007,1438
2000,3008,1078
2000,3009,1036
2000,3010,1363
2000,3011,1371
2000,3012,1890
2000,3013,1538
2000,3014,1486
2000,3015,2513
2000,3016,900
2000,3017,1358
2000,3018,1452
2000,3019,1265
2000,3020,1223
2000,3021,1049
2000,3022,1265
2000,3023,1445
2000,3024,1629
2000,3025,1791
2000,3026,1131
2000,3027,1437
2000,3028,174
2000,3029,1011
2000,3030,1757
2000,3031,2581
2000,3032,1189
2000,3033,1387
2000,3034,1537
2000,3035,2452
2000,3036,1821
2000,3037,1042
2000,3038,1078
2000,3039,2222
2000,3040,1548
2000,3041,1232
2000,3042,1231
2000,3043,1400
2000,3044,1502
2000,3045,902
2000,3046,1340
2000,3047,1667
2000,3048,1346
2000,3049,1533
2000,3050,1482
2000,3051,1511
2000,3052,1070
2000,3053,1786
2000,3054,1669
2000,3055,1375
2000,3056,892
2000,3057,1560
2000,3058,902
2000,3059,1146
2000,3060,1368
2000,3061,1133
2000,3062,1530
2000,3063,1173
2000,3064,1038
2000,3065,1306
2000,3066,2013
2000,3067,1814
2000,3068,1190
2000,3069,1168
2000,3070,1347
2000,3071,1195
2000,3072,1336
2000,3073,1503
2000,3074,1509
2000,3075,1524
2000,3076,1074
2000,3077,1269
2000,3078,1487
2000,3079,1619
2000,3080,1563
2000,3081,1862
2000,3082,1697
2000,3083,1381
2000,3084,1494
2000,3085,1182
2000,3086,1428
2000,3087,1492
2000,3088,1419
2000,3089,1231
2000,3090,853
2000,3091,1264
2000,3092,954
2000,3093,1452
2000,3094,1075
2000,3095,1421
2000,3096,1367
2000,3097,1403
2000,3098,1249
2000,3099,934
2000,3100,1140
2000,3101,1241
2000,3102,1227
2000,3103,1378
2000,3104,1154
2000,3105,1079
2000,3106,1030
2000,3107,1421
2000,3108,1427
2000,3109,1285
2000,3110,1346
2000,3111,1187
2000,3112,1724
2000,3113,1604
2000,3114,1464
2000,3211,1356
2000,3212,2462
2000,3213,2130
2000,4001,1183
2000,4002,1781
2000,4003,1052
2000,4004,946
2000,4005,1257
2000,4006,1170
2000,4007,981
2000,4008,1070
2000,4009,1376
2000,4010,861
2000,4011,1718
2000,4012,1581
2000,4013,1209
2000,4014,703
2000,4015,1860
2000,4016,1154
2000,4017,1246
2000,4018,1442
2000,4019,1300
2000,4020,1312
2000,4021,1277
2000,4022,1495
2000,4023,989
2000,4024,1019
2000,4025,1085
2000,4026,1271
2000,4027,1244
2000,4028,1360
2000,4029,1245
2000,4030,1813
2000,4031,1451
2000,4032,1690
2000,4033,1168
2000,4034,1773
2000,4035,1519
2000,4036,1779
2000,4037,2258
2000,4038,1377
2000,4039,923
2000,4040,1475
2000,4041,1164
2000,4042,1790
2000,4043,1773
2000,4044,1645
2000,4045,1360
2000,4046,2798
2000,4047,1836
2000,4048,1498
2000,4049,1108
2000,4050,1990
2000,4051,1657
2000,4052,2148
2000,4053,1217
2000,4054,1100
2000,4055,1580
2000,4056,1441
2000,4084,1416
2000,5001,844
2000,5002,1262
2000,5003,966
2000,5004,724
2000,5005,900
2000,5006,1426
2000,5007,1290
2000,5008,1372
2000,5009,1526
2000,5010,1385
2000,5011,1285
2000,5012,1373
2000,5013,1520
2000,5014,1377
2000,5015,1058
2000,5016,1689
2000,5017,1406
2000,5018,1274
2000,5019,1549
2000,5020,965
2000,5021,171
2000,5022,1572
2000,5023,1365
2000,5024,1744
2000,5025,1142
2000,5026,1309
2000,5027,1270
2000,5028,1272
2000,5029,1380
2000,5030,1206
2000,5031,1270
2000,5032,1335
2000,5033,1028
2000,5034,1094
2000,5035,1118
2000,5036,1629
2000,5037,1260
2000,5038,1123
2000,5039,1501
2000,5040,1199
2000,5041,1213
2000,5042,1039
2000,5043,1221
2000,5044,1174
2000,5045,1404
2000,5046,1141
2000,5047,1104
2000,5048,1248
2000,5049,1509
2000,5050,1395
2000,5051,1407
2000,5052,1332
2000,5053,1288
2000,5054,966
2000,5055,1430
2000,5056,1250
2000,5057,1686
2000,5058,1441
2000,5059,1475
2000,5060,1073
2000,5061,1422
2000,5062,1569
2000,5063,1436
2000,5064,1474
2000,5065,1510
2000,5066,1269
2000,5067,1208
2000,5068,1355
2000,5069,1616
2000,5070,1455
2000,5071,1373
2000,5072,1524
2000,5073,1499
2000,5074,1526
2000,5075,1634
2000,5076,1240
2000,5077,1218
2000,5078,1779
2000,5079,1285
2000,5080,1267
2000,5081,1433
2000,5082,1424
2000,5083,1198
2000,5084,1178
2000,5085,1098
2000,5086,1094
2000,5087,1487
2000,5088,1524
2000,5089,1447
2000,5090,1605
2000,5091,1425
2000,5092,1360
2000,5093,998
2000,5094,2532
2000,5095,1635
2000,5096,1040
2000,5097,1461
2000,5098,1364
2000,6001,870
2000,6002,1303
2000,6003,2091
2000,6004,1464
2000,6006,886
2000,6007,1123
2000,6008,1826
2000,6009,1073
2000,6010,914
2000,6011,1222
2000,6012,1071
2000,6013,1607
2000,6014,1298
2000,6015,1208
2000,6016,1304
2000,6017,1132
2000,6018,1301
2000,6019,1383
2000,6020,1021
2000,6021,1279
2000,6022,1265
2000,6023,1386
2000,6024,1606
2000,6025,1442
2000,6026,887
2000,6027,1140
2000,6028,1247
2000,6029,1212
2000,6030,1337
2000,6031,1136
2000,6032,1022
2000,6033,1300
2000,6034,1110
2000,6035,980
2000,6036,1341
2000,6037,1059
2000,6038,1265
2000,6039,1438
2000,6040,1602
2000,6041,1504
2000,6042,1428
2000,6043,1058
2000,6044,1336
2000,6045,1112
2000,6046,1063
2000,6047,1171
2000,6048,1212
2000,6049,991
2000,6050,1153
2000,6051,1092
2000,6052,1436
2000,6053,1352
2000,6054,1413
2000,6055,1169
2000,6056,1413
2000,6057,1458
2000,6058,1548
2000,6059,1406
2000,6060,1639
2000,6061,1177
2000,6062,1172
2000,6063,1392
2000,6064,1841
2000,6065,1024
2000,6066,1010
2000,6067,1582
2000,6068,1476
2000,6069,990
2000,6070,1643
2000,6071,1029
2000,6072,1583
2000,6073,1454
2000,6074,1043
2000,6075,1078
2000,6076,1364
2000,6077,1136
2000,6078,1165
2000,6079,1059
2000,6080,1158
2000,6081,1216
2000,6082,1640
2000,6083,1790
2000,6084,1338
2000,6085,1293
2000,6086,898
2000,6087,2073
2000,6088,1240
2000,7001,1478
2000,7002,757
2000,7003,1260
2000,7004,1420
2000,7005,1294
2000,7006,1065
2000,7007,1179
2000,7008,1509
2000,7009,1043
2000,7010,1267
2000,7011,1051
2000,7012,1540
2000,7013,1270
2000,7014,882
2000,7015,1336
2000,7016,1291
2000,7017,1635
2000,7018,1542
2000,7019,1467
2000,7020,1444
2000,7021,1027
2000,7022,1164
2000,7023,1277
2000,7024,1351
2000,7025,1205
2000,7026,1194
2000,7027,1732
2000,7028,1355
2000,7029,1313
2000,7030,1298
2000,7031,1382
2000,7032,1280
2000,7033,1426
2000,7034,1441
2000,7035,1564
2000,7036,1232
2000,7037,1388
2000,7038,1326
2000,7039,1157
2000,7040,1255
2000,7041,1191
2000,7042,1300
2000,7043,1333
2000,7044,1276
2000,7045,1338
2000,7046,1319
2000,7047,1323
2000,7048,1247
2000,7049,1269
2000,7050,1088
2000,7051,1669
2000,7052,1227
2000,7053,1574
2000,7054,1535
2000,7055,1230
2000,7056,1204
2000,7057,1447
2000,7058,1398
2000,7059,1335
2000,7060,1961
2000,7061,1271
2000,7062,1285
2000,7063,1572
2000,7064,1685
2000,7065,1776
2000,7066,1720
2000,7067,1544
2000,7068,1261
2000,7069,1367
2000,7070,1333
2000,7071,1422
2000,7072,1292
2000,7073,1269
2000,7074,1700
2000,7075,1261
2000,7076,1496
2000,7077,1301
2000,7078,1251
2000,7079,1583
2000,7080,1590
2000,7081,1945
2000,7082,1239
2000,7083,1352
2000,7084,1264
2000,7085,1158
2000,7086,1377
2000,7087,1643
2000,7088,1169
2000,7089,1289
2000,7090,1421
2000,7091,1131
2000,7092,1467
2000,7093,1620
2000,7094,1088
2000,7095,1378
2000,7096,1438
2000,7097,1004
2000,7098,1557
2000,7099,1137
2000,7100,1306
2000,7101,1399
2000,7102,327
2000,7103,1300
2000,7104,1664
2000,7105,1094
2000,7106,1133
2000,7107,1150
2000,7108,1258
2000,7109,1815
2000,7110,1124
2000,7111,954
2000,7112,1140
2000,7113,1070
2000,7114,1147
2000,7115,1032
2000,7116,1531
2000,7117,950
2000,7118,1145
2000,7119,1181
2000,7120,1257
2000,7121,1190
2000,7122,1245
2000,7123,1381
2000,8001,1346
2000,8002,994
2000,8003,1314
2000,8004,1323
2000,8005,1260
2000,8006,1382
2000,8007,1233
2000,8008,1504
2000,8009,1520
2000,8010,936
2000,8011,963
2000,8012,1249
2000,8013,1213
2000,8014,1110
2000,8015,1309
2000,8016,1111
2000,8017,1427
2000,8018,1560
2000,8019,1616
2000,8020,1109
2000,8021,1349
2000,8022,1285
2000,8023,1259
2000,8024,1337
2000,8025,1120
2000,8026,995
2000,8027,1260
2000,8028,1262
2000,8029,1314
2000,8030,1227
2000,8031,1361
2000,8032,1430
2000,8033,1412
2000,8034,1146
2000,8035,1467
2000,8036,1482
2000,8037,1446
2000,8038,1398
2000,8039,1519
2000,8040,1867
2000,8041,1938
2000,8042,1331
2000,8043,610
2000,8044,1195
2000,8045,1566
2000,8046,1316
2000,8047,1433
2000,8048,1121
2000,8049,1063
2000,8050,1572
2000,8051,924
2000,8052,908
2000,8053,1273
2000,8054,1874
2000,8055,2211
2000,8056,1583
2000,8057,1451
2000,8058,1796
2000,8059,1186
2000,8060,1501
2000,8061,1920
2000,8062,1505
2000,8063,1387
2000,8064,1955
2000,8065,1518
2000,8066,1523
2000,8067,1663
2000,8068,1707
2000,8069,1483
2000,8070,1303
2000,8071,1624
2000,8072,1254
2000,8073,1676
2000,8074,1175
2000,8075,1760
2000,8076,1587
2000,8077,1535
2000,8078,1712
2000,8079,1282
2000,8080,1402
2000,8081,1402
2000,8082,1571
2000,8083,1227
2000,8084,1151
2000,8085,1387
2000,8086,1681
2000,8087,1322
2000,8088,1259
2000,8089,1294
2000,8090,1212
2000,8091,1328
2000,8092,1076
2000,8093,1212
2000,8094,1633
2000,8095,1198
2000,8096,1468
2000,8097,1227
2000,8098,1229
2000,8099,1330
2000,8100,1272
2000,8101,1571
2000,8102,1252
2000,8103,1542
2000,8104,1069
2000,8105,1640
2000,8106,1630
2000,8107,1712
2000,8108,1077
2000,8109,1136
2000,8110,1625
2000,8111,1546
2000,8112,1509
2000,8113,1612
2000,8114,1798
2000,8115,1478
2000,8116,777
2000,8215,1429
2000,9001,2011
2000,9002,1734
2000,9003,1890
2000,9004,1443
2000,9005,825
2000,9006,1363
2000,9007,969
2000,9009,1096
2000,9010,1291
2000,9011,2635
2000,9013,1692
2000,9014,1411
2000,9015,1585
2000,9016,1466
2000,9017,1297
2000,9018,1308
2000,9019,2271
2000,9020,1271
2000,9021,1303
2000,9022,1173
2000,9023,1084
2000,9024,1159
2000,9025,1050
2000,9026,1563
2000,9027,1417
2000,9028,89
2000,9029,1275
2000,9030,752
2000,9031,0
2000,9032,833
2000,9033,2786
2000,9034,1605
2000,9035,1650
2000,9036,1510
2000,9037,1405
2000,9038,1268
2000,9039,1420
2000,9040,1309
2000,9041,1410
2000,9042,1175
2000,9043,1284
2000,9044,1343
2000,9045,1394
2000,9046,1334
2000,9047,1395
2000,9048,1434
2000,9049,1264
2000,9050,1597
2000,9051,1140
2000,9052,1113
2000,9053,1573
2000,9054,1188
2000,9055,1899
2000,9056,1271
2000,9057,1628
2000,9058,1138
2000,9059,1165
2000,9060,1371
2000,9061,820
2000,9062,989
2000,9063,823
2000,9064,1244
2000,9065,2087
2000,9066,1091
2000,9067,1375
2000,9068,1315
2000,9069,954
2000,9070,1689
2000,9071,1891
2000,9072,1377
2000,9073,1656
2000,9074,1611
2000,9075,1432
2000,9076,1342
2000,9077,1580
2000,9078,1386
2000,9079,1588
2000,9080,1355
2000,9081,1461
2000,9082,1558
2000,9083,1572
2000,9084,1559
2000,9085,1574
2000,9086,1310
2000,9087,1233
2000,9088,1924
2000,9089,1511
2000,9090,1635
2000,9091,1802
2000,9092,1852
2000,9093,1332
2000,9094,1926
2000,9095,1788
2000,9156,1451
2000,10001,1515
2000,10002,1498
2000,10003,1291
2000,10004,1450
2000,10005,1592
2000,10006,1721
2000,10007,1437
2000,10008,1625
2000,10009,1456
2000,10010,1582
2000,10011,1228
2000,10012,1745
2000,10013,1298
2000,10014,1391
2000,10015,1840
2000,10016,1249
2000,10017,1700
2000,10018,1241
2000,10019,1625
2000,10020,1553
2000,10021,1241
2000,10022,1004
2000,10023,1335
2000,10024,1091
2000,10025,1149
2000,10026,1211
2000,10027,1589
2000,10028,1705
2000,10029,1456
2000,10030,1748
2000,10031,1453
2000,10032,1214
2000,10033,922
2000,10034,1859
2000,10035,948
2000,10036,598
2000,10037,989
2000,10038,1445
2000,10039,1430
2000,10040,1584
2000,10041,1515
2000,10042,1213
2000,10043,1323
2000,10044,1471
2000,10045,1042
2000,10046,1322
2000,10047,1785
2000,10048,1264
2000,10049,1351
2000,10050,1437
2000,10051,1200
2000,10052,1382
2000,10053,1557
2000,10054,591
2000,10055,2089
2000,10056,1546
2000,10057,1199
2000,10058,987
2000,10059,1259
2000,10060,1168
2000,10061,1473
2000,10062,1039
2000,10063,1247
2000,10064,1358
2000,10065,1344
2000,10066,1065
2000,10067,0
2000,10068,324
2000,10069,1033
2000,10070,1469
2000,10071,1311
2000,10072,1544
2000,10073,1572
2000,10074,1347
2000,10075,1322
2000,10076,61
2000,10077,167
2000,10078,0
2000,10079,300
2000,10080,0
2000,10081,1505
2000,10082,1622
2000,10083,1675
2000,10084,1472
2000,10085,1782
2000,10086,1941
2000,10087,1595
2000,10088,1592
2000,10089,1335
2000,10090,1334
2000,10091,2091
2000,10092,1782
2000,10093,1194
2000,10094,1033
2000,10095,376
2000,10096,885
2000,10097,827
2000,10098,1879
2000,10099,1019
2000,10100,1613
2000,10101,1128
2000,10102,2766
2000,10103,2501
2000,10104,1817
2000,10105,2297
2000,10106,1080
2000,10107,1222
2000,10108,1687
2000,10109,1719
2000,10110,1688
2000,10111,1317
2000,10112,1764
2000,10113,1043
2000,10114,1309
2000,10115,1409
2000,10116,1858
2000,10117,1397
2000,10118,1151
2000,10119,1169
2000,10120,1454
2000,10121,1407
2000,10122,1744
2000,10123,1363
2000,10124,1106
2000,10125,1245
2000,10126,1207
2000,10127,524
2000,10128,1880
2000,10129,1288
2000,10130,1266
2000,10131,1336
2000,10132,1336
2000,10133,1894
2000,10134,1665
2000,10135,1368
2000,10136,1551
2000,10137,1586
2000,10138,1695
2000,10139,1794
2000,10140,1644
2000,10141,1245
2000,10142,1698
2000,10143,1803
2000,10234,2039
2000,10235,1345
2000,10236,1843
2000,10237,758
2001,1001,1141
2001,1002,1292
2001,1003,2369
2001,1004,2345
2001,1005,2014
2001,1006,1548
2001,1007,1754
2001,1008,2332
2001,1009,1649
2001,1010,1784
2001,1011,2275
2001,1012,1459
2001,1013,1076
2001,1014,1415
2001,1015,1775
2001,1016,1720
2001,1017,1927
2001,1018,1178
2001,1019,2374
2001,1020,2012
2001,1021,1755
2001,1022,1151
2001,1023,4058
2001,1025,1127
2001,1026,1454
2001,1027,1429
2001,1028,1744
2001,1029,1210
2001,1030,2381
2001,1031,1530
2001,1032,2028
2001,1033,1116
2001,1034,1124
2001,1035,1342
2001,1036,1132
2001,1037,1393
2001,1038,1357
2001,1039,1356
2001,1040,968
2001,1041,1399
2001,1042,1638
2001,1043,991
2001,1044,1244
2001,1045,1896
2001,1046,1548
2001,1047,1594
2001,1048,1943
2001,1049,1150
2001,1050,1396
2001,1051,1461
2001,1052,1873
2001,1053,2209
2001,1054,1157
2001,1055,1280
2001,2001,921
2001,2002,1428
2001,2003,900
2001,2004,1364
2001,2005,2017
2001,2006,1498
2001,2007,992
2001,2008,1727
2001,2009,1611
2001,2010,1149
2001,2011,1103
2001,2012,1395
2001,2013,982
2001,2014,1174
2001,2015,1448
2001,2016,1810
2001,2017,1770
2001,2018,1837
2001,2019,1847
2001,2020,1251
2001,2021,1436
2001,2022,1168
2001,2023,1067
2001,2024,1132
2001,2025,1105
2001,2026,1811
2001,2027,1904
2001,2028,1871
2001,2029,1130
2001,2030,1193
2001,2031,1081
2001,2032,1099
2001,2033,1080
2001,2034,1055
2001,2035,1358
2001,2036,1139
2001,2037,1162
2001,2038,1502
2001,2039,1651
2001,2040,1472
2001,2041,1616
2001,2042,1856
2001,2043,1278
2001,2044,1156
2001,2045,1138
2001,2046,1854
2001,2047,1709
2001,2048,1157
2001,2049,2080
2001,2050,1579
2001,2051,1939
2001,2052,1627
2001,2053,1654
2001,2054,1774
2001,2055,1803
2001,2056,1321
2001,2057,1126
2001,2058,1391
2001,2059,1523
2001,2060,1586
2001,2061,1245
2001,2062,1387
2001,2063,1096
2001,2064,1268
2001,2065,1675
2001,2066,1882
2001,2067,1412
2001,2068,1579
2001,2069,1256
2001,2070,1221
2001,2071,1591
2001,2072,841
2001,2073,1393
2001,2074,977
2001,2075,931
2001,2076,1270
2001,2077,1278
2001,2078,1163
2001,2079,1141
2001,2080,1384
2001,2081,1994
2001,2082,964
2001,2083,1556
2001,2084,1887
2001,2085,1365
2001,2086,1164
2001,2087,1298
2001,2088,1558
2001,2089,1650
2001,2090,1467
2001,2091,1456
2001,2092,1617
2001,2093,1470
2001,2094,1344
2001,2095,1349
2001,2096,1314
2001,2097,1016
2001,2098,1488
2001,2099,1421
2001,2100,1304
2001,2101,1998
2001,2102,1344
2001,2103,1666
2001,2104,1117
2001,2105,1874
2001,2106,1350
2001,2107,1621
2001,2108,1603
2001,2109,1947
2001,2110,1639
2001,2111,1687
2001,2112,1394
2001,2113,1777
2001,2114,1630
2001,2115,1221
2001,2116,935
2001,2117,1222
2001,2118,1480
2001,2119,1360
2001,2120,1166
2001,2121,1196
2001,2122,1105
2001,2123,1011
2001,2124,1120
2001,2125,1562
2001,2126,1464
2001,2127,955
2001,2128,1192
2001,2129,1575
2001,2130,1198
2001,2131,1143
2001,2132,1157
2001,2133,972
2001,2134,1438
2001,2135,1945
2001,2136,925
2001,2137,1309
2001,2138,1787
2001,2139,1474
2001,2140,1858
2001,2141,1118
2001,2142,1752
2001,2143,1197
2001,2144,1394
2001,2145,1107
2001,2146,1113
2001,2147,1916
2001,2148,1465
2001,2149,1543
2001,2150,1276
2001,2151,1265
2001,2152,1329
2001,2153,1244
2001,2154,962
2001,2155,1903
2001,2156,1318
2001,2157,1104
2001,2158,1628
2001,2159,1731
2001,2160,1884
2001,2161,973
2001,2162,1222
2001,2163,1686
2001,2164,1320
2001,2165,1505
2001,2166,1879
2001,2167,1995
2001,2168,1874
2001,2169,1424
2001,2170,1497
2001,2171,1530
2001,2172,1476
2001,2173,1437
2001,3001,1604
2001,3002,1618
2001,3003,1370
2001,3004,1419
2001,3005,1162
2001,3006,1196
2001,3007,1479
2001,3008,1118
2001,3009,1094
2001,3010,1400
2001,3011,1400
2001,3012,1877
2001,3013,1545
2001,3014,1547
2001,3015,2524
2001,3016,904
2001,3017,1385
2001,3018,1474
2001,3019,1303
2001,3020,1220
2001,3021,1028
2001,3022,1243
2001,3023,1486
2001,3024,1664
2001,3025,1752
2001,3026,1103
2001,3027,1483
2001,3028,411
2001,3029,1018
2001,3030,1722
2001,3031,2602
2001,3032,1144
2001,3033,1368
2001,3034,1535
2001,3035,2398
2001,3036,2039
2001,3037,1035
2001,3038,1080
2001,3039,2222
2001,3040,1560
2001,3041,1248
2001,3042,1279
2001,3043,1399
2001,3044,1513
2001,3045,903
2001,3046,1316
2001,3047,1643
2001,3048,1344
2001,3049,1544
2001,3050,1454
2001,3051,1457
2001,3052,1052
2001,3053,1787
2001,3054,1703
2001,3055,1356
2001,3056,896
2001,3057,1538
2001,3058,878
2001,3059,1162
2001,3060,1366
2001,3061,1124
2001,3062,1501
2001,3063,1213
2001,3064,1129
2001,3065,1334
2001,3066,2155
2001,3067,1832
2001,3068,1216
2001,3069,1186
2001,3070,1319
2001,3071,1208
2001,3072,1341
2001,3073,1477
2001,3074,1515
2001,3075,1513
2001,3076,1041
2001,3077,1282
2001,3078,1478
2001,3079,1639
2001,3080,1545
2001,3081,1904
2001,3082,1727
2001,3083,1396
2001,3084,1501
2001,3085,1194
2001,3086,1425
2001,3087,1504
2001,3088,1418
2001,3089,1207
2001,3090,945
2001,3091,1286
2001,3092,962
2001,3093,1467
2001,3094,1066
2001,3095,1407
2001,3096,1365
2001,3097,1408
2001,3098,1236
2001,3099,945
2001,3100,1141
2001,3101,1204
2001,3102,1240
2001,3103,1354
2001,3104,1250
2001,3105,1090
2001,3106,1040
2001,3107,1443
2001,3108,1454
2001,3109,1326
2001,3110,1341
2001,3111,1200
2001,3112,1737
2001,3113,1584
2001,3114,1441
2001,3211,1381
2001,3212,2434
2001,3213,2080
2001,4001,1199
2001,4002,1770
2001,4003,1056
2001,4004,918
2001,4005,1329
2001,4006,1175
2001,4007,991
2001,4008,1045
2001,4009,1389
2001,4010,852
2001,4011,1734
2001,4012,1534
2001,4013,1215
2001,4014,728
2001,4015,1863
2001,4016,1138
2001,4017,1234
2001,4018,1439
2001,4019,1267
2001,4020,1302
2001,4021,1297
2001,4022,1498
2001,4023,1021
2001,4024,1021
2001,4025,1071
2001,4026,1286
2001,4027,1242
2001,4028,1322
2001,4029,1257
2001,4030,1807
2001,4031,1426
2001,4032,1675
2001,4033,1207
2001,4034,1742
2001,4035,1492
2001,4036,1758
2001,4037,2288
2001,4038,1396
2001,4039,930
